,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
16,--,--,Leonardo Campos,Socorro MirandaGabriel RomeroAnna Silvetti,,12m,Algo se ha roto
17,--,--,Rossana Carrasco,Rubén RojoCarmen Vera,,33m,No quiero decir nada
18,--,--,Erwin Neumaier,Miguel Ángel FuentesDarío T. PieJosé Carlos Rodríguez,,20m,Amor conservador
19,--,--,Brett Bell,Brett Bell,,29m,Tears of a Clown: The Maredrew Tragedy
20,6.2,--,Caroline Leaf,Grant HeislerCaroline Leaf,"Two sisters live alone on an island. Viola, whose face is terribly disfigured, writes beautiful novels in her room. Marie is protective and won't let anyone see her sister. Then, a fan of Viola's books swims up on shore.",10m,Two Sisters
21,--,--,Vítor Silva,Luísa Costa Gomes,,28m,O Gémeo Diferente
22,7.6,92%,Roy Andersson,Roy Andersson,"After witnessing an act of unprecedented violence without even flinching, an emotionally numb real-estate agent visits his ailing mother at the hospital, and then, the graveyard. Is there a speck of happiness in this cruel and short life?",14m,World of Glory
23,6.3,--,Mathieu Kassovitz,Jean 'Moebius' Giraud,"Four racists plan to assault a local Arab man, but soon things get out of control.",9m,Cauchemar blanc
24,7.6,--,John Boorman,John Boorman,"Film about the influences in director John Boorman's life and work, including family and neighbors and the landscape of the Wicklow mountains surrounding his home in Ireland.",44m,I Dreamt I Woke Up
25,6.8,--,Robert Lee King,Robert Lee KingMike Werb,"Tom Peters looks back to 1978, the year in high school that he came out of the closet. Tom's mom is both sweet and intrusive, urging him to take out girls. She also drags him to her disco-dancing lessons. His friendship with Matt becomes his first love, and then Matt turns on Tom with homophobic venom. Later, Matt and Matt's new girlfriend trash the classroom of an ef... Read all",30m,The Disco Years
26,6.8,--,Hal Hartley,Hal Hartley,"Affectionately examines the lives of a group of ""young, middle-class, white, college-educated, unskilled, broke, drunk"" Brooklynites who would love to make something of their lives -- assuming they can pay the rent first.",18m,Theory of Achievement
27,7.6,--,George Levenson,Eleanor CoerrGeorge LevensonVictoria Trostle,"Sadako was two years old when the A-bomb exploded on Hiroshima. She and her family emerged apparently unscathed. Ten years later, however, Sadako becomes ill and is diagnosed as having leukemia.",30m,Sadako and the Thousand Paper Cranes
28,6.4,--,Seth Winston,Seth Winston,Classic hard rock band Raging Kings is making a new record. Talented session guitarist McQueen is called in to replace their disgruntled band member for one recording session. Could this be his one shot at success?,31m,Session Man
29,5.7,--,Stephen Cummins,Stephen CumminsSimon Hunt,"A stylized, wordless look at two men in Sydney: a gay man and a man who leads a gay-bashing gang. The gay man, recovering from his beating, practices dance that is sometimes tai chi, sometimes ballet, sometimes modern jazz. The man who rescued him from the beating is his teacher, his lover, and his dance partner. We also see his attacker, who, trapped in machismo, mis... Read all",11m,Resonance
30,5.3,--,Belinda Chayko,Belinda Chayko,A twelve-year-old girl decides to make an autobiographical video. But she cannot write her own life.,12m,Swimming
31,--,--,Stephen McCallum,Ethel WilsonSvend-Erik Eriksen,The story of a small boat of the shores of British Columbia during a storm and the people who are linked to its ultimate fate.,12m,From Flores
32,--,--,Paul Bush,Richard Hawley,,35m,Forgetting
33,--,--,T.T. Karswell,Martin Crimp,Domestic violence through the eyes of a child.,15m,London South West
34,--,--,Carlos del Río,Francisco HinojosaCarlos del Río,,19m,Llaves
35,8.0,--,Claire Lynch,Claire Lynch,A young woman believes she is pregnant by immaculate conception.,15m,Fruit 15
36,9.6,--,Nick Taylor,Nick Taylor,Add a plot,20m,Rocky & Bullwinkle: One Last Story
37,7.2,--,Jay Rosenblatt,--,"SHORT OF BREATH is a haunting, emotional collage about birth, death, sex and suicide.",10m,Short of Breath
38,--,--,Clay Stafford,Clay Stafford,,--,Within the Shadows
39,--,--,Clay Stafford,Clay Stafford,,--,The Colors of Johnny
40,6.1,--,Gurinder Chadha,Gurinder ChadhaMeera Syal,"Documents an Indian-English family's attempt to give their Briticized daughter a traditional Indian arranged marriage, with as much photography as possible.",11m,A Nice Arrangement
41,7.1,--,Gaspar Noé,Gaspar Noé,"After a dreadful incident coupled with an ungovernable paroxysm of violence, a butcher will fall into a downward spiral that will burn to the ground whatever dignity still remained in him.",40m,Carne
42,5.5,96%,Atom Egoyan,Atom Egoyan,A man uses an instant photo booth with bizarre results.,7m,Peep Show
43,6.2,--,Atom Egoyan,Atom Egoyan,An odd young real estate agent shows a couple an older house that has seen better days.,25m,Open House
44,7.2,--,Tamara Jenkins,Peggy CowlesHope W. SacharoffStephanie Silverman,,15m,Fugitive Love
45,6.6,15%,Hal Hartley,Hal Hartley,"A day in the life of a young artist who longs for professional success and the attention of beautiful women, but who encounters only frustration and violence.",9m,Ambition
46,6.0,--,Greg Nickson,Greg NicksonGuy NicksonMarkus Greiner,"A man shows up to a drum audition and puts to shame the other drummer who has better equipment. He gets the gig and plays surfer-style music. Later, the other drummer attacks him and messes him up, but his new girlfriend helps him to regain his drum skills with electricity.",26m,Drum Struck
47,8.0,--,Arturo FloresRogelio Jaramillo,Arturo FloresGabriel García MárquezRogelio Jaramillo,"Reina (a prostitute) walks into a small cafeteria at 6:15. She's late for her daily rendez-vous with Pepe, the cafeteria owner. She's nervous and determined to quit her job. When Pepe asks her why, she says she's tired. Maybe its true... or maybe she killed her last client and needs an alibi.",10m,La mujer que llegaba a las seis
48,6.4,--,Don McKellar,Don McKellar,Add a plot,22m,Blue
49,5.9,--,Mathieu Kassovitz,Mathieu Kassovitz,An assassin. A pupil. A lesson.,14m,Assassins...
50,6.2,--,Agneta Fagerström-Olsson,Agneta Fagerström-Olsson,"A family is leaving their apartment for a vacation in Poland. While waiting for the taxi cab, they ridicule each other using verbal abuse.",12m,Vi ses i Krakow
51,6.6,--,Mark Christopher,Mark Christopher,"It's the 1990s. Toby, just out of college in Wisconsin, comes to Manhattan to spend the summer with his older cousin, Packard, a gay man whose lover John R. has just died of AIDS. Toby is shy, the openly-gay society around him makes him nervous. Packard gives Toby a pair of John R.'s shoes; when Toby puts them on, he has powerful visions of the pre-AIDS scene in the 1... Read all",26m,The Dead Boys' Club
52,--,--,Ohav FlantzAdva Magal,Adva Magal,,8m,Cotton Balls
53,--,--,Gerhard Schwarz,Gerhard Schwarz,The city is Berlin. The time is shortly after the wall came down. The place: no man's land # a former checkpoint between east and west. Rostock and Strecker are here for the freedom # and the empty walls. They mark the place with their graffiti art. Stephan and his pals are here for the freedom to make music. They are using a former Stasi room for rehearsal. Toben and... Read all,6m,Rostock
54,7.3,--,Geoff Dunbar,Paul McCartneyLinda McCartney,"Paul McCartney's sketched short based on the works of artist Honoré Daumier. A man in a bookstore reads an allegorical story about a wrongfully convicted man, who must feed a giant called Gargantua until salvation comes.",15m,Daumier's Law
55,7.3,--,Massimo Martelli,Maurizio BalducciFrancesco FreyrieMassimo Martelli,Add a plot,40m,Per non dimenticare
56,7.7,--,Antonio Conesa,Antonio ConesaJorge Simonet,Add a plot,--,Huntza
57,--,--,Ángel Fernández Santos,Ángel Fernández SantosÁngel FernándezEstrella de Miguel,"BRANDED MEMORY Nuria and her boyfriend are leaving a pub where they have just had a couple of drinks. They say goodbye to each other and Nuria takes a cab home; from that moment onwards, she will be the victim of a voyage of no return, a nightmare that will change her life and will always remain branded in her memory, in her skin.",20m,Memoria en la piel
58,4.9,87%,Auli Mantila,Auli Mantila,"On his way home from war, a soldier stumbles upon two women in the woods. Cold and famine drives people to macabre acts.",13m,Hunger
59,--,--,Ayelet Menahemi,Nirit Yaron,"Originally presented as part of the acclaimed anthology film Tel Aviv Stories, this short fiction satire addresses one of the most difficult and serious issues facing Israeli women today. When a policewoman suddenly recognizes her husband who has been AWOL for years, she takes an odd assortment of local onlookers hostage, threatening to kill them if she is not issued ... Read all",34m,Get
60,8.6,--,Russell Holt,Mark DeakinsMichael FlynnPaul Mugerian,Portrays the dramatic events of the last hours of Jesus' life and his resurrection.,25m,The Lamb of God
61,5.5,--,Peggy Ahwesh,Martina Meijer TorrJennifer MontgomeryDiana Torr,"Martina plays on her own and with her mother, Jennifer talks, stock footage of flowers is talked over.",20m,Martina's Playhouse
62,--,--,Thérèse B.,Thérèse B.,Add a plot,16m,Rött rum
63,--,--,Jan Ralske,Jan Ralske,,--,Der Partisan
64,6.9,--,Benjamin Herrmann,Benjamin Herrmann,,7m,Christmas
65,5.6,--,Björn Runge,Björn Runge,,10m,En dag på stranden
66,7.0,73%,Hal Hartley,Martin DonovanDwight EwellGeno Lechner,,23m,Flirt
67,5.4,--,Ilppo Pohjola,Ilppo Pohjola,The story of Rudi and his transformation from a man into a woman.,15m,P(l)ain Truth
68,5.9,--,María Novaro,Dharma Reyes,"A woman who lives alone with her mother makes up a fantasy world, to escape reality.",6m,Otoñal
69,6.7,--,Brian Sloan,Brian Sloan,"Justin, a 17-year old entering his final year of high school, gets a job as a life guard at a fitness center. Surrounded by hard bodies of both sexes and instructed by his boss to keep an eye on the steam room to report any men having sex, Justin begins to divine the direction his erotic feelings point. In separate incidents, Vicky and Russell, two older co-workers, h... Read all",27m,Pool Days
70,5.8,--,Howard Cushnir,Howard Cushnir,"A recently dumped single guy and a bored housewife meet through a phone dating service and begin a hot ""verbal"" affair over the phone.",40m,Sexual Healing
71,8.2,--,Majid Majidi,Majid MajidiSeyed Mehdi Shojai,A teacher trying to reach a remote village is attacked by wolves..,41m,The Last Village
72,--,--,António Campos,António Campos,,29m,A Tremonha de Cristal
73,7.4,--,Juan Carlos de Llaca,Rafael CuervoJorge GarcíaJuan Carlos de Llaca,"A man arrives at an airport, carrying a container with his late wife's ashes. He stops to shine his dirty shoes. Then, a nightmare begins as the man tries to escape from two kidnappers.",--,Me voy a escapar
74,8.6,--,Arnon Goldfinger,Dganit Atias GigiArnon GoldfingerAmos Shoov,"Benny Zinger presents slide shows at weddings, until one day, while preparing a show for a couple, he falls in love with the bride.",37m,The Benny Zinger Show
75,6.1,--,Darren Aronofsky,Darren Aronofsky,"This short is the story of 3 friends whom, it seems, watch television all the time. They meet each weekday to watch a group of ""special needs"" people get on the bus to go home.",22m,Protozoa
76,4.4,37%,Holly Dale,Robert Hunter,An encounter between a drug addict and a hit man on the Toronto streets,14m,Dead Meat
77,5.6,--,Philip Kan Gotanda,Philip Kan Gotanda,,--,The Kiss
78,9.1,--,Declan Recks,Deborah Scott-Spera,A young girl goes in search of a miracle and finds it where she least expects it.,22m,Sunny's Deliverance
79,7.5,--,Michael Costanza,Karen HawkinsCrystal JustineLyn MacDonald,Add a plot,--,Mama Said
80,7.1,--,Youssef Chahine,--,"This concise masterpiece by famed Egyptian filmmaker Youssef Chahine began as a commission by French television. Using his unique sense of artistic digression, Chahine transforms this portrait of a city into a self-portrait of a filmmaker. The film was banned in Egypt for its realistic portrayal of Cairo.",24m,Cairo As Seen by Chahine
81,6.8,76%,Bruno de Almeida,Steven Ausbury,A yuppie pair slides into crisis due to catastrophes which are reported to them via telephone. A salesman appears at their door ...,12m,The Debt
82,6.4,--,Harald Zwart,Wenche FossLars SørbøJack Fjeldstad,"A television-team makes a surprise visit to an olympic athlete's grandmother. They want to capture her reaction just as her grandson crosses the finish line. Unfortunately, the woman is totally uninterested in sports, and doesn't even have a TV. The interview is a bust, but the team discovers something else that may be the scoop they have been looking for.",29m,Gull og grønne skoger
83,6.8,--,Esa Illi,Esa IlliKari Koskiluoto,Add a plot,25m,Break-In: The Anatomy of a Gig
84,--,63%,Julian Napier,Alberto GordilloJulian Napier,"An flagging, drunkard artist restores his failing career after turning his severest critic into an exhibit.",--,Still Life
85,7.0,19%,Pål Sletaune,Pål Sletaune,A black comedy about a holdup gone wrong in a rundown burger joint in bleak winter Oslo.,6m,Eating Out
86,--,--,Chris W. Mitchell,Chris W. Mitchell,,15m,Book
87,6.9,--,Simon Baré,Simon Baré,"To celebrate her promotion, two colleagues take Catherine to an upscale restaurant that has a shocking secret.",13m,Eau de la vie
88,7.0,--,Gregor Nicholas,Gregor NicholasJim Wilkins,Examination of a young boy's relationship with his dying mother.,15m,Avondale Dogs
89,6.7,86%,Wes Anderson,Owen WilsonWes Anderson,"Dysfunctional friends Dignan and Anthony plan and execute a robbery with their pot-growing friend, Bob.",13m,Bottle Rocket
90,5.4,--,David Ofek,David Ofek,"David Ofek looks back on the first Gulf War, when he was living with his parents in Ramat Gan, Israel. They are Iraqi Jews. His parents are fascinated with news reports of the bombing of Baghdad. His grandmother comes to stay with them during the SCUD attacks. Wearing gas masks, they sit in a secure room David has rigged. When the all-clear sounds, they look at photo ... Read all",17m,Home
91,7.1,--,Raoul O'Connell,Raoul O'Connell,"Winston arrives at NYU as a freshman, knowing he's gay and wondering where that fact will lead him. He falls hard for Tom, his temporary roommate who's soon to leave for L.A., and it's a big risk to express these feelings. Meanwhile, temptations and opportunities abound in the Village: sex in public toilets, uninhibited people at parties, and knowing Act-uppers. Plus,... Read all",33m,A Friend of Dorothy
92,8.1,--,Scott Reynolds,Scott Reynolds,"For Kane Harris and Vera Smith, what starts as an easy task of murder becomes a tangled web of deception and betrayal. Their target, Kane's wife, is no easy victim.",17m,A Game with No Rules
93,7.2,--,Danièle HuilletJean-Marie Straub,Maurice BarrèsDanièle HuilletJean-Marie Straub,"About the history of the French region of Lorraine, called Lothringen in German.",20m,Lothringen!
94,--,--,Anders Gustafsson,Ulf Stark,"The boys Johan and Ove are best friends. When Ove's father dies, Ove gets a little ""weird"" and they lose contact.",30m,I natt går Jorden under
95,6.7,--,Grant Lahood,Grant Lahood,A party of New Zealand animal rights activists assemble on a Norwegian cliff-top to prevent the annual mass suicide of Lemmings. All is fine until their vigil is interrupted by a Norwegian woman intent on using the Lemmings as the furry opponents in a crude form of blood sport. This is the story of their encounter....,12m,Lemming Aid
96,7.7,--,Peggy Rajski,Celeste Lecesne,"Upon hitting puberty, a high-school boy realizes he is homosexual and faces prejudice from his parents and friends.",23m,Trevor
97,5.8,--,Anna Reeves,Katie WolfeTimothy Balme,,7m,La vie en rose
98,5.8,--,Paul Lee,Paul Lee,"Through the meeting of lips, this film explores the parallels between racist and homophobic violence.",6m,Thick Lips Thin Lips
99,5.5,--,Mani Kaul,Mani KaulBhasaJayasi,"A very clever parrot lives in a Hindu palace, surrounded by many beautiful girls, but the parrot escapes, and is trapped far from the palace. One day, when its new owner is sleeping, the bird convinces a young boy to open the cage door. In return, it shows the boy a secret passage to get into the palace.",29m,The Cloud Door
100,6.7,--,Jacques Maillot,Jacques Maillot,"4 young people are long time friends. They have a dinner together, which will turn into a mess when they play a game which consists in writing a vow on a little piece of paper to be put into a bottle: they love each other, but they are not able to transcend their loneliness and their selfishness.",31m,75 centilitres de prière
101,7.2,--,Carlos Carrera,Carlos Carrera,"In a subway station, a man watch a girl acting strange. He realizes that she may be attempting to commit suicide and tries to stop her, but the girl accuses him of being a molester.",5m,El héroe
102,6.4,--,Erick Zonca,Erick Zonca,"A small village in the center of France. Denis, 20, works as a mason in his father's little firm. One day, Denis' grandmother, a very old woman, will not wake up.",36m,Éternelles
103,--,--,Judith Colell,Morrosko Vila-San-Juan,Add a plot,12m,Escrito en la piel
104,--,--,Mahamat-Saleh Haroun,Mahamat-Saleh Haroun,,25m,Maral tanié
105,--,--,Temirbek Birnazarov,Temirbek Birnazarov,"A small lonely boy is as dispirited as the rhinoceros in ""The last tear"" by Polish sculptor, W. Frycz. The boy dreams about the love he needs in order to live.",30m,"Don't Cry, Rhinoceros!"
106,7.1,--,Jacques Maillot,Jacques Maillot,"Juliette loves Bruno, but he does not notice. Perhaps because he is mad about Corinne, and Corinne is not aware of it. She does not seem to love anybody, but she has an affair with Luc. Luc is gay, and he wonders how to tell Bruno he loves him...",40m,Corps inflammables
107,6.7,--,Ylva Julén,Kajsa GordanYlva Julén,,24m,Dvorak - Den fantastiske
108,6.8,--,Thomas Vinterberg,Bo Hr. HansenThomas Vinterberg,A young boy finds ways to cope with his brother's sudden death in an accident.,36m,Drengen der gik baglæns
109,7.0,--,Cheryl Dunye,Nora BreenCheryl DunyeJocelyn Taylor,"Cheryl, playing herself, humorously experiences the mysteries of lesbian dating in the '90s.",8m,Greetings from Africa
110,--,--,Angelica Lundqvist,Kalle ErikssonIvan RosenqvistElisabet Svensson,"A father must not disappoint. If you have promised to go fishing together, the promise applies. No obstacles count, reasons the boy and leave.",30m,Man kan alltid fiska
111,5.5,--,Barbara Heller,Milly Heller,A girl argues with her older and younger sisters during a family car trip.,7m,Little Women in Transit
112,6.2,--,Myriam Braniff,Myriam BraniffUlla NilssonBirgitta Stenberg,"The teenage Birgitta discovers the game between men and women and she turns from a shy 12-year old to a provocative 15-year-old, seducing the men she meets on the daily train ride.",29m,Leken
113,8.6,--,Joshua Moss,Joshua Moss,"A rural drama about Jimmy, a teenager living in Vermont, and his attempts to leave his home town despite the obvious pressures by those around him to keep him behind.",26m,August Roads
114,6.6,--,Gaël Morel,Gaël Morel,"A sunny winter morning. Two brothers on a countryside path, go intown, as usual. That day, the younger brother has a meeting with his criminal friends. Stéphane, his older brother, isn't aware of it. Fate will reunite them one last time but too late. Stéphane, bearer of a terrible secret, is in for a life of suffering.",12m,La vie à rebours
115,6.1,--,José Javier Rodríguez Melcon,José Javier Rodríguez Melcon,Add a plot,19m,Solo amor
116,--,--,German Kral,German Kral,,30m,Historia de desiertos
117,6.9,--,Thomas LienJoachim Solum,François BoucqThomas LienJoachim Solum,Add a plot,7m,Dypets ensomhet
118,5.5,--,Lisa Ohlin,Lisa OhlinKjell Sundstedt,Kia dies in a traffic accident. She comes to heaven and is given the option of rebirth or going back to her old life.,12m,Happy Days
119,--,--,Maria Emília de Azevedo,--,,24m,Alva Paixão
120,--,--,Sébastien Lifshitz,Stéphane BouquetSébastien Lifshitz,Add a plot,9m,Il faut que je l'aime
121,7.2,--,Veit Helmer,Veit Helmer,"While his lover is sleeping, a man assembles around her a Rube Goldberg collection of malevolent-looking implements. Then he leaves and lights the fuse . . .",6m,Surprise!
122,8.4,--,Nicolas Masson,Viorel Mihalcea,Add a plot,--,Din Mijlocul Haitei
123,7.7,--,Marcell Iványi,Marcell Iványi,"During a film course lead by Yvette Biro at the Hungarian Academy of Drama and film in 1995, the director students were shown a black-and-white photo taken by Lucien Herve in 1952, and they were given the task of writing a short film based on it. Three women are standing at the outskirts of a village, looking out of the picture in the same direction. This six-minute o... Read all",6m,Szél
124,2.9,--,Fisher Stevens,Patrick Breen,"Billy, who's dying of AIDS, ""kidnaps"" a children's television puppet to make some demands.",18m,Phinehas
125,7.3,--,Jos Stelling,Jos Stelling,"A large train station, it might be anywhere in a big city. Waiting passengers, some are curiously observing each other, some are too much involved with their own petty problems to pay attention to anything else. Our man, self- assured, practically undresses some of the woman present with his eyes, at least as long as his wife is absent, trying to get them some coffee.... Read all",29m,De wachtkamer
126,6.4,--,Benjamin Herrmann,Jann Henner BarmimChris DarrosRing Lardner,A middle-aged traffic warden's hum-drum existence is shaken by a chance encounter with a reckless young motorist.,22m,And She Smiled
127,6.7,--,Sivan ArbelRan Carmeli,Eitan AnnerRan Carmeli,"Fathers and sons. Yaron plays junior league soccer for the Haifa Maccabees. They're having a great season, in part because Yaron lifts the team's spirits by enthusiastically broadcasting their games from a microphone at the bench. When a player is injured and Yaron plays, it's a disaster. But the one person who can't find out is his dad, Danny, whose football exploits... Read all",16m,Goal Atzmi
128,6.1,--,Jens Arentzen,Jens ArentzenCarsten Sønder,"Svend Aage is an aging prisoner. His son, Max, is doing well in the world ""outside"" - or so Svend Aage's wife tells him - and is quite unaware that his father is in jail. One day, a new inmate arrives at the gates to serve the most severe sentence ever handed out for violence and drug-related crime. It's Max.",43m,Blomsterfangen
129,7.2,--,Daniel Gruener,Lisa Owen,"Luis (García) is attempting suicide from the top level of a construction building when he is interrupted by Don Ramón (Ruiz) who also wants to kill himself. The two men engage into a conversation about life, love and family while sharing a song: ""De jazmín en flor"".",13m,De jazmín en flor
130,5.4,--,Toni MyersAllan Kroeker,Toni Myers,"Life on a 10,000 person space station as viewed through the eyes of a 7 year old girl.",35m,L5: First City in Space
131,--,--,Elina HellstenAndreas KarlssonKalle Svensson,--,,2m,"Lev, för fan!"
132,--,--,Niklas CarlbergElina Hellsten,Niklas CarlbergElina HellstenAndreas Karlsson,,6m,Rara Avis
133,--,--,Daniel Westberg,Sofia SjoebergMartin Jonsson,,4m,Vissna blommor
134,7.0,--,François Ozon,François Ozon,It's summer. Sébastien loves the singer Sheila. Lucia loves boys. And all Luc wants is to get a nice tan...,15m,Une robe d'été
135,6.0,--,Hans Alfredson,Hans Alfredson,,10m,Älvakungen dyker upp
136,--,--,Ayelet Bargur,Ayelet Bargur,"Mosh'e and Ne'hama, a couple in their seventies, are looking for a good place to be - in the cemetery. But the search and arguments that ensue make it clear that they are not at all that ready to rest in peace.",12m,A Good Place to Be
137,6.2,--,Simon Raby,Simon Raby,"Arthur is desperately trying to stay awake as he drives across country. He picks up Jude hitching and things get hostile. An all-out battle of the sexes, culminating in a hair-raising, gut-wrenching finale, propels Arthur and Jude on an inexorable path toward mayhem and destruction.",13m,Headlong
138,7.4,--,Aleksandr Sokurov,Aleksandr Sokurov,A short film by Aleksandr Sokurov which provides a surreal visual experience.,43m,Vostochnaya elegiya
139,7.5,--,Pablo Valiente,Patricia García MéndezIgnacio RomeroSofía Verástegui,"Miguel Angel and Crisitna are both lost in the night. In two different places, and in different situations, they start to take the bull by the horns. Two parallel acts in one and the same labyrinth. At the end of their odyssey, they are faced with the lost of their dignity. Angels or assholes?; that's up to the audience to decide.",18m,Choir of Angels
140,7.2,--,Tomás Gutiérrez Alea,Gabriel García MárquezEliseo Alberto,,27m,Contigo en la distancia
141,--,--,Maria Armstrong,Michael Lewis MacLennan,,23m,The Photographer's Wife
142,5.9,--,Claes Olsson,Camilla Roos,"A random meeting on the highway in the Ostrobothnia region becomes a story about human responsibility, consequences of choices made and about life and death. A young man on a leave from the army hitches a ride from a pregnant young woman, pondering about abortion. On their way a rabbit becomes roadkill, which leads to the two persons evaluating their decisions in life... Read all",27m,"Black, White, Red"
143,--,100%,Flavio Sciolè,Flavio Sciolè,,12m,Ossessione
144,--,--,Daniele FalleriWerther Germondari,Daniele FalleriWerther Germondari,"Single woman turns out to be pregnant. By whom? A young woman is the only lonely soul in a small town where everyone seems to have a partner. One day her belly starts to grow, but no one has ever seen her with a man. Five long seasons pass and she gets bigger and bigger.",12m,L'armadio
145,7.5,--,Fernando Javier León Rodríguez,Fernando Javier León Rodríguez,"Husband and wife are seated in their living room. Everything is quiet. She's knitting, he's reading the paper. Suddenly, she breaks the silence.",3m,La tarde de un matrimonio de clase media
146,3.9,12%,John Callas,Jim O'Malley,"While waiting to meet his long lost niece, ex-boxer Bob Petrone is forced to confront the painful truth of his past.",22m,The White Gorilla
147,7.4,38%,Kris Isacsson,Matt Gunn,"After a terrible alcohol fueled night, a young New Yorker gives up drinking.",21m,Man About Town
148,6.4,--,Emmanuel Finkiel,Emmanuel Finkiel,"As elderly Ashkenazi Jews gather for their afternoon of cards and chatting on Cannes' Croisette, two of them, both widowed, Monsieur Maurice and Madame Jacques are reunited by love ,at an age when one no longer expects it.",40m,Madame Jacques sur la Croisette
149,5.6,--,Dayyan Eng,Dayyan Eng,"East 22nd Street takes a glimpse into the lives of two people on a small back street in fast-changing urban China. After months in the city, construction worker Li Xiaobing decides to phone his wife back home in their little village in another province. The call doesn't turn out as he imagines it will. The other character is a new teacher just hired at the elementary ... Read all",14m,Dong er shi er tiao
150,8.1,--,Bradley Null,Christopher Null,"Two brothers (Alex and David) visit at the mental institution where one of them is a patient after the murder of their mother. Alex, manic and overzealous, attempts to draw the depressed and quiet David out of his shell.",13m,Pressurecooker
151,--,--,Malinda Maynor Lowery,--,,8m,'Real Indian'
152,5.5,--,João Pedro Rodrigues,João Pedro Rodrigues,"Chico wakes up on his 30th birthday to the sound of his girlfriend singing ""Happy Birthday"" to him on his answering machine. When sexy boy Joao wakes up in bed next to him, he realizes that this is not his typical birthday.",14m,Happy Birthday!
153,6.5,--,Rita Nunes,Max AubRita Nunes,"This short film is based upon a book of tales ""Exemplary Crimes"" by Max Aub who, in his turn, was inspired by real testimonies that describe crimes straightforwardly. The Testimonies are individual confessions by different persons that have nothing in common but the fact that all committed murder.",12m,Menos Nove
154,6.0,--,Sasha Wolf,Sasha Wolf,"In the sterile comfort of a psychiatric ward, Joe (David Aaron Baker) finds solace for his tortured soul in dull routine watching TV and polishing and re-polishing his meticulous black boots. But even the most tightly controlled refuge is not unbreachable, as Joe soon learns when his solitude is shattered by the arrival of an interloper (Jarlath Conroy).",10m,Joe
155,6.8,--,Co Hoedeman,Co Hoedeman,The animal inhabitants of a secluded area find themselves in an increasingly violent conflict when intruders disrupt the ecological balance.,11m,Le jardin d'Écos
156,6.1,--,Eva Bergman,Eva BergmanCarsten PalmaerBengt Toll,"Sven, a middle-aged chef, works in a restaurant kitchen in Gothenburg. The rest of the restaurant staff consists of noble immigrants. Sven is shy and basically a decent guy who loves to talk about how he prepares his mayonnaise. He finds it difficult to make contact with women, and it is precisely his shyness that causes him to sometimes resort to quite aggressive jok... Read all",10m,Sven
157,--,33%,Emma Hindley,Margaret CusbyEmma Hindley,"When two lesbian girlfriends attend a party run by two other lesbian girlfriends, it turns out that one of each pair had had a one-night stand together.",17m,The Third Party
158,6.8,--,Steve Box,Steve BoxTess Daulton,A vaudevillian's act involving the juggling of dogs is no longer a hit. He and his partner must face a brutal villain and assorted obstacles in order to secure their future.,12m,Stage Fright
