,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
59,--,22%,Gavin Aslett,--,,2m,Crash and Burn
60,--,--,Chris Seaver,Chris Seaver,Add a plot,--,Bloody Bobby
61,--,--,Chris Seaver,Chris Seaver,Add a plot,--,Dark Magic
62,--,--,Chris Seaver,Chris Seaver,Add a plot,--,Jason Vs Freddy
63,--,43%,Byron C. MillerJustin Young,Byron C. MillerJustin Young,Teens go to the woods where an escaped lunatic is lurking in this 80s slasher parody. Student film by Justin Young and Byron C. Miller.,--,Terror in the Woods
64,8.2,--,Steve Ellis,Ken Miller,"When a man meets a girl at a nightclub and is taken back to her home for sex and hot milk, he eventually realizes that she's one of three sisters, triplets, who are roaming the house... and one of them is a psycho-killer.",40m,Crysis
65,--,--,Stephen Niver,Stephen Niver,,10m,Hungry
66,--,--,Rachael MoriartyPeter Murphy,Patrick McDonnellRachael MoriartyPeter Murphy,A deranged cyclist is chopping up the locals. Only the parish priest can save the day.,17m,Die-Cycle
67,6.2,--,Martin Nechvatal,Martin Nechvatal,A psychopath with skin on his face and a chainsaw patrols the Vienna outskirts to mutilate and kill random people.,16m,Das Wiener Kettensägenmassaker
68,--,--,Kevin Murnane,Kevin Murnane,"20 year old Saul, desperate to save money for a trip with friends to a horror convention agrees to do odd jobs around the house of Mary White. But Mary can see something in Saul that no one else can and tonight one of them is going to die.",--,Saul's Story
69,6.9,--,Simon Baré,Simon Baré,"To celebrate her promotion, two colleagues take Catherine to an upscale restaurant that has a shocking secret.",13m,Eau de la vie
70,6.3,--,Jan Kounen,Carlo De BoutinyJan Kounen,"An old aztec statue brought back from Mexico to France by a transvestite and an acrobat suddenly releases El Vibro, a.k.a. Vibroboy, a superhero endowed with a phallic driller...",28m,Vibroboy
71,5.9,--,David Koepp,David Koepp,A woman drives down an eerie highway at night in search of hospitality and come across some suspicious townsfolk and a little more than she bargained for..,15m,Suspicious
72,5.7,62%,Nacho Cerdá,Nacho Cerdá,A short film wherein a man working in a morgue mutilates and defiles one of the corpses.,30m,Aftermath
73,5.7,--,Jaume Balagueró,Jaume Balagueró,"After her first menstruation, Alicia is kidnapped and led by fly-men to a dirty and unhealthy underworld ruled by a disgusting being.",8m,Alicia
74,--,--,Þór Elís Pálsson,Jón B. GudlaugssonÞór Elís Pálsson,,30m,Nifl
75,3.6,--,Aaron Vanek,H.P. LovecraftAaron Vanek,"A man awakes unaware of who he is. Through a series of flashbacks he gradually begins to remember his life, the woman he loves and a violent confrontation.",8m,The Outsider
76,--,--,Hideyuki Hirayama,Satoko Okudera,,43m,Yoi ko to asobô
77,--,--,Sergio Naveda,Alejandro Licona,,40m,Bodas negras
78,6.1,--,Stefano Sollima,Stefano Sollima,Add a plot,4m,Sotto le unghie
79,8.3,--,Jerry Rees,Tyra BanksTim CurryPhil Hartman,"An extraterrestrial corporation, intending to impress Earth with a technical demonstration, accidentally releases a dangerous alien.",--,Extra Terrorestrial Alien Encounter
80,--,--,Bruce Wayne Gillies,Bruce Wayne GilliesStephen Johnston,A hair-raising tale about a boy and girl when their car breaks down in the middle of a dark night and on lonesome road. The boy goes for help nearby while the girl waits in the car for him to return.,17m,"Car Trouble, Darlin'"
81,--,--,Karl Kimbrough,Robert C. HandyKarl Kimbrough,"A hapless traveler picks up a hiker and both get trapped on a farmer's land, where they quickly are running for their lives to escape the farmer's demise. The Farmer uses humans as live scarecrows.",11m,The Farmer
82,--,--,Gary Brooks,Gary BrooksRichard HallMichael Holman,Deaf students seek vengeance on their vicious teacher by dabbling in black magic. What they don't realize is their teacher already possesses magical powers and puts a spell on them in retaliation. What transpires turns red apple blue and your worst nightmares true in this imaginative production.,30m,Blue Apple
83,--,--,Brent Bambic,Brent Bambic,"When a family moves into a new home, the spirits of the deceased who previously lived in the house take over the bodies of teenagers, Dan and Tracy. Possessed by these demons, the children's behavior becomes increasingly out of control. The parents, Janet and Allen, assume their children are going through a rebellious fragment of their adolescence. However, as things ... Read all",14m,The Evil Ones
84,--,--,Mark Steven BoskoWayne Alan Harold,Wayne Alan Harold,,18m,Payback Is a Bitch
85,--,--,Philip GunnDavid Carlos Valdez,Philip GunnDavid Carlos Valdez,,11m,Edwin
86,7.8,--,Raphael GamonRobert RhineRod Serling,--,"The Twilight Zone Tower of Terror is an accelerated drop tower dark ride located at Disney's Hollywood Studios, Tokyo DisneySea, Walt Disney Studios Park, and formerly located at Disney California Adventure.",3m,The Twilight Zone Tower of Terror
87,--,--,Chris Seaver,Chris Seaver,"Short Flicks, taking place in the early years of Chris Seaver and Low Budget Pictures. These Films were re-released on ""The Vintage Seavege Collection, Volume 1"".",--,LBP Shorts
88,--,--,Byron C. MillerJustin Young,Adam FortneyByron C. MillerJustin Young,"The ""true"" story of science gone wrong. Horror comedy inspired by 50s monster movies. Student film by Byron C. Miller and Justin Young.",--,It Thing
89,6.7,--,Sebastian Niemann,Sebastian Niemann,Add a plot,7m,Verfolger
90,--,--,Nuno Leonel,Pierre HodgsonJosé Pedro Moura,,--,Schizophrenia
91,7.3,--,Chris Bailey,Tim Hauser,"In an attempt to convince Minnie that he hasn't forgotten to buy her an anniversary present, Mickey Mouse ends up promising to take her to Hawaii. Funds being short, he applies for a job as lab assistant to the sinister Dr. Frankenollie, who happens to be searching for a donor to provide his monstrous creation with a brain...",7m,Runaway Brain
92,5.9,50%,Matthew Barney,Matthew Barney,An experimental short film from the Cremaster series which alludes to the position of the reproductive organs during the embryonic development process.,42m,Cremaster 4
93,6.9,88%,Rob Green,Rob GreenClive PerrottEdgar Allan Poe,"The story takes place in a prison where a prisoner tells the tale of how he killed his wife to an inquisitor. He claims that he was driven to do the crime by the presence of her evil, satanic black cat...",18m,The Black Cat
94,--,--,--,--,,7m,Schock rojo
95,--,--,Jeff Orgill,Jeff Orgill,,--,Wasted Energy
96,--,--,Leslie Rohland,Leslie Rohland,"A man is a landscaper and weedkiller. He does this type of work day in and day out and finally it gets to him. In a surprising twist, he begins to go mad and starts hallucinating that people are, in fact, weeds and that he needs to kill them. He uses his gardening tools to ""off"" his victims and continues his deadly cycle until it is almost too late.",20m,Weedkiller
97,--,--,Leopoldo Laborde,Leopoldo Laborde,,9m,La extraña presencia
98,--,--,José María Serra i Ciosta,José María Serra i Ciosta,,13m,El llop del bosc
99,--,--,George Siougas,Rick Onorato,"Mark the Editor faces his demons whilst editing a B-Movie horror picture. Having to deal with both his director and ruthless ""Lucky the Leper"", a character from his film, he gradually loses his girlfriend, his way and, finally, his mind.",18m,B Movie Status
100,--,--,Johnny Terris,Preston CarmichaelSeb GonzalesBruce Mackintosh,,30m,Bad Intentions
101,--,--,Dominic Giannetti,Dominic Giannetti,Add a plot,--,Dark Sin
102,--,--,Susannah Gent,Susannah Gent,,--,The Bather
103,--,--,Chris Seaver,Chris Seaver,Add a plot,--,Bloody Bobby 2
104,--,--,Chris Seaver,Chris Seaver,Add a plot,--,Splatter Squad
105,--,62%,Peter BeamClarke M. Smith,Peter BeamClarke M. Smith,"Stylish vampire short film about a woman drawn to a mysterious figure. As her nightmares become real, she goes farther in the pit of insanity. Or maybe she's not crazy at all, and just becoming a vampire.",--,Bloodline
106,--,--,Rodney Heeringa,Rodney HeeringaRoger Steinmann,"A beautiful young woman returns home to her brother after strange sensations begin taking over. She discovers that like her brother, she too is a vampire.",12m,Cry Little Sister
107,--,--,Nicola Barnaba,Nicola Barnaba,,--,La nonna
108,--,--,Martin Nechvatal,Martin NechvatalFlorian Sekyra,The depressions and nightmares of a young man escalates with a bloody rampage.,17m,Born of Oblivion
109,7.7,--,John Dilworth,John Dilworth,"In this pilot for Courage the Cowardly Dog (1999), Courage, the cowardly dog of an oblivious elderly couple that lives on a remote farm, must defend them from a malicious space chicken bent on conquest and its mutagenic eggs.",8m,The Chicken from Outer Space
110,--,44%,Christopher Wahlin,Linda BostroemJerk MalmstenIngmari Frejd,,9m,Jenny
111,6.2,80%,Nicholas Thurkettle,Nicholas Thurkettle,"Bradley University Students are dying. It's up to Chief Hampton, Cooper, and Captain Squint to solve the mystery before President Dave is forced to raise book prices, again.",26m,Teeth
112,6.1,--,Josh Rosenzweig,Jackie BeatKeith LevyAlexis Arquette,"In a plot broadly spoofing teen horror movies, three teenage ""girls"" have a slumber party on Halloween night. Gay Power-rangers, pizza delivery guys in jocks, and anorexic ghosts put the best laid plans to shame.",37m,"Scream, Teen, Scream"
113,--,--,Jörgen HjerdtMartin Krueger,Boerge JanssonTed ÅströmÅsa Janson,,--,Problemet med Ralf
114,7.1,--,Ant Timpson,Ant Timpson,A father blames the death of his wife on his newborn son by inducing the boy to believe he has a physical handicap.... crab hands.,11m,Crab Boy
115,6.7,--,Slain Wayne,--,,9m,Electric Flesh
116,5.9,--,Douglas Buck,Douglas Buck,"With her quaint suburban existence on the slow road to ruin, Sarah mutilates herself in the bathroom mirror while her husband sits downstairs watching TV.",29m,Cutting Moments
117,7.0,15%,Wayne Kramer,Wayne Kramer,,35m,Crossing Over
118,6.8,--,Vincenzo Natali,Vincenzo NataliKaren Walton,"Ben and Ellen are thrust into adventure when Hank, a blood covered security man of the building rushes into their elevator, claiming that there's a dangerous creature in the building.",17m,Elevated
119,8.0,--,Glenn Fraser,Glenn Fraser,Add a plot,3m,Indulgence
120,8.5,--,Paul Poet,Paul Poet,An AntiMTV-Rock'n'Roll-allegory. A comment on Grunge's corporate happy misery.,18m,Hoch Zeit
121,5.9,--,Pedro Temboury,Pedro Temboury,A gang of biker girls kill men and cut their penises off.,10m,Psycho-lettes
122,5.2,--,Amund Lie,Angela AmorosoAmund LieSølve Skagen,"Kjell needs to fix some shelves to the walls in his apartment and borrows a Black & Decker drill from a neighbour. Kjell is very amused by drilling holes, and takes up a slightly bizarre fascination for the drill. One day the neighbour comes to get it back...",10m,Black & Decker
123,--,--,Miguel Coyula,Miguel Coyula,"An abstract, unavoidable catastrophe is closing in threatening the existence of mankind in Miguel Coyula's first short film",31m,Pirámide
124,--,--,Jirí Skála,Ladislav KlímaJirí Skála,,32m,Edgar
125,7.5,--,Steven Gomez,Steven Gomez,"A woman hears a dripping sound late at night, then goes to investigate only to find out something terrible.",16m,Drip
126,--,--,Germán Magariños,Patricio AlvarezPablo CibalerioLeandro De la Torre,,10m,Mutantes Verdes Fritos: Anarquia Radioactiva
127,--,--,Chris Seaver,Brad GoughChris Seaver,"The Meter Man tells the tale of a simple British Meter Reader who happens upon the house of an old crone. When he enters the home to ask where her Meter is located, he's suddenly trapped and made to live in her basement, being fed POOP, until her death. Many years go by and a group of kids break into the house to party and unwittingly release the Meter Man, who at thi... Read all",--,The Meter Man
128,--,--,Gustavo Mendoza,Narciso Ibáñez MentaEmilio VieyraNerón Kesselman,Add a plot,21m,Terror en el cine argentino
129,7.5,87%,Stan Winston,Stan WinstonMick GarrisStephen King,"The mayor of a nameless town gathers a mob to confront a hermit living in a ""haunted house."" When the mob arrives however, the man has a few tricks up his sleeve to convince them that he's not all that bad.",39m,Ghosts
130,6.8,--,Steve Box,Steve BoxTess Daulton,A vaudevillian's act involving the juggling of dogs is no longer a hit. He and his partner must face a brutal villain and assorted obstacles in order to secure their future.,12m,Stage Fright
131,5.9,--,Farshid Seilatani,Farshid Seilatani,,24m,Svart fredag
132,8.8,40%,Mix Ryan,Ryan A. HarmonMix Ryan,"Elvira, Mistress of the Dark, takes you on a trip into her magic-filled house of Superstition. Superstition Still - nWave Film.",4m,Superstition
133,--,76%,Edward Boase,James Walker,,30m,Taboo
134,6.3,78%,Alexandre AjaGrégory Levasseur,Alexandre Aja,"In a strange civilization a little man with man-eating tendencies is in love with Lisa, one of the tenants in the building where he works as superintendent. He is too shy to approach her, until one day he meets a blind florist who gives him the courage to make the first move.",10m,Over the Rainbow
135,--,--,Jamie GrefeDante Yorke,Jamie GrefeJoel Potrykus,,21m,Farther Than Sheep
136,5.4,31%,Scott Henkel,Rod SerlingScott Henkel,A young college student traveling back to school is terrorized by a menacing hitchhiker.,42m,End of the Road
137,6.9,--,Robert Morgan,Robert Morgan,A man in a decaying room looks at an old photograph of himself and tries to recreate the happiness he once felt.,14m,The Man in the Lower-Left Hand Corner of the Photograph
138,--,--,Louis Chilson,Louis ChilsonElias Levy,"Leovaldo is the high scoring player in the soccer championship. Dr. Trevor owns his pass, and Leovaldo wants out. The make a wager: two goals or your soul.",8m,E O Craque Marcou
139,7.9,--,Ivan McCullough,Ivan McCullough,,10m,Biological Maintenance Department
140,7.8,--,Thomas Duffy,Scott McKinley,"A fevered dream exploring the last day in the life of Frances, a woman who realizes her end may just be her beginning.",15m,Oh-My-God-Frances
141,--,--,Phillip Christon,Phillip Christon,"Scary things come in small packages in Phillip Christon's comic thriller. A terrified prisoner is trapped in a dank dungeon when a small bundle is placed in her cell. To her horror, the bundle begins to slither its way closer and closer to her as the candlelight in the cell grows dimmer. The terror reaches a fever pitch when she dares to see what lurks inside The Bund... Read all",4m,The Bundle
142,--,--,Rigoberto Castañeda,Rigoberto Castañeda,"A love triangle between a misogynist, a schizophrenic and a misanthropic necrophile.",16m,Necrofilia
143,5.4,--,Florian Henckel von DonnersmarckSebastian Henckel-Donnersmarck,Florian Henckel von DonnersmarckSebastian Henckel-Donnersmarck,,--,Mitternacht
144,6.4,39%,Jarett Kobek,Jarett KobekOrson Welles,"A shot-for-shot remake of Orson Welles first effort at cinema, filmed entirely on New Year's Eve 1996 in downtown Providence, Rhode Island.",10m,The Hearts of Age
145,--,19%,P.l Hobden,P.l HobdenAndrew Whitehurst,,7m,Asylum
146,--,--,Aaron Vanek,Aaron Vanek,,2m,My Necronomicon
147,--,--,Sam Stegeman,Sam Stegeman,,3m,Adelaide: A Planner's Dream
148,--,--,Heidi Bone,Heidi Bone,,3m,After You
149,6.7,--,Ron Sparks,Paul KingRon Sparks,,7m,As Long as He Lives
150,5.2,62%,D. Charles Griffith,D. Charles GriffithByron Kavanagh,"Four friends from Boston spend a weekend in a cabin in Northern New Hampshire when they are suddenly trapped by a snow storm. Before they can even settle in the door comes crashing in. There on the floor lays a man, half dead from being unprotected from the harsh outdoors. Panicked, he cries out, ""I have to warn you! Someone knows!"" Unable to say more he loses conscio... Read all",10m,Cabin Fever
151,8.3,--,Carlos García Campillo,Carlos García CampilloSalvador Vazquez Martinez,"It was just another day at work for Ramon T. and El Rey, two hitmen who worked for Don Bubu. Their job was simple: beat the heck out of Betus, who just got Don Bubu's daughter pregnant. Neither of them could have imagined what faith had in store for them.",13m,Un chorrito de sangre
152,5.0,--,Daniel HaalandRune J. Keller,Rune J. Keller,,28m,Mørkeræd
153,5.8,--,Ian Kessner,Ian KessnerPhilip Levens,"On the day Jamie moves into a remote house that's been vacant for some time, she finds a jigsaw puzzle in a dusty old box. She begins the puzzle after a friend and two odd moving men have left her alone. By nightfall, it's stormy. The lights flicker and go out. The storm intensifies, and by candlelight she keeps working on the puzzle. As she realizes what she's lookin... Read all",17m,The Puzzle
154,6.0,--,Necro,Necro,Add a plot,17m,The Devil Made Me Do It
155,7.0,83%,Nacho Cerdá,Nacho Cerdá,"A sculptor is traumatized by the death of his wife in a car accident. He builds a sculpture in her memory. As the lifelike sculpture begins to bleed through the cracks of clay, the sculptor's flesh mutates and crumbles away...",30m,Genesis
156,--,--,Sebastien CholettePatrick LambertDavid Samson,Sebastien CholettePatrick LambertDavid Samson,A scientist discovers a special transcript that will save the world which is already in the midst of a disaster.,5m,Dernier moment
157,6.4,--,Chris Landreth,Greg KotisChris Landreth,A wildly surrealistic computer-generated animation in which a young man is psychologically brutalized by circus characters into believing he is a clown.,5m,Bingo
158,6.7,--,Ron Sparks,Ron SparksJeff Szpirglas,"A man receives an old painting as a gift, and it soon drives him mad.",8m,Small Triptych
159,5.3,--,Erik Deutschman,Peter Janosi,"An intimate, implosive exploration of a man confronting the nature of his physical existence.",12m,Split
160,6.6,11%,Ellory Elkayem,Ellory Elkayem,"A young woman battles against a series of giant spiders, spawned by toxic waste, in her new suburban home.",13m,Larger Than Life
161,--,--,Ralf Schlotter,--,,5m,Reshape
162,8.5,--,Ramiro García Bogliano,Adrian Garcia BoglianoRamiro García Bogliano,Add a plot,12m,Policlínico miserable
163,--,--,Pete Jensko,Pete Jensko,"An old woman is tormented by the ghost of her neighbour, a girl brutally beaten to death by her boyfriend.",25m,Images of Helen
164,8.7,--,David Blood,Chad Draper,The story of two naive girls on a catastrophic mission of mercy.,10m,Headless at the Fair
165,7.8,--,Harry Victor,Matt Pelfrey,,15m,Lycanthrophobia
166,6.4,--,Adrian Garcia Bogliano,Adrian Garcia Bogliano,,12m,Snuff
167,8.0,--,Mario Cavalli,Richard Deakin,Add a plot,14m,The Cask of Amontillado
168,5.6,38%,Mark Young,Mark Young,"Zenboy is a cyber-junkie, spending his days and nights in front of the computer screen. But when he meets the seductive Medusa in a chat room, his cyber-nightmares become a bizarre reality. This 35mm short film is a wry commentary on internet addiction and our pervasive digital culture... you'll never look at your mouse the same way again.",20m,Dead Bodies
169,6.1,63%,Peggy Ahwesh,Bradley ErosAnne KuglerKaren Sullivan,"A psychological horror film built on the conflicts of a woman tortured by the ambiguity between reality and illusion, dream and desire.",28m,Nocturne
170,5.4,--,Mike L. TaylorJesse Witten,Mike L. Taylor,"""Apocalypse Now"" meets ""Clerks"" in this story of a man who is sent in to close a video store and terminate the command of its rogue manager.",21m,Clerks of Darkness
171,7.3,67%,Frazer Lee,Christopher FowlerFrazer Lee,Add a plot,15m,On Edge
