,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
69,--,--,Valentine Marvel,Valentine Marvel,"A young woman is driving an old black car on a deserted freeway. Soon, a cold night has fallen and the car runs out of gas. The young woman waits all alone under the full moon for an improbable help.",11m,La perfection au féminin
70,6.3,--,Noriyuki AbeAkihiro EnomotoAtsuko Inoue,Yoshihiro TogashiYukiyoshi Ohashi,"While vacationing, Koenma is kidnapped by a pair of demons known as Koashura and Garuga, who demand the possession of Lord Enma's coveted ""Golden Seal"". Botan finds Yusuke Urameshi and Kazuma Kuwabara on their summer vacation as well, and asks for their assistance in Koenma's rescue.",30m,Yû yû hakusho
71,--,--,Giovanni Polesello,Mauro GariglioGiovanni Polesello,,22m,The Invasion of the Pornonauts
72,--,--,Oliver Ho,JamesDarren J. Perry,Greed and corruption in high places.,5m,The Soft Bodies
73,7.5,--,Shohei Tôjô,Noboru Sugimura,Dairanger must save children who are transforming into playing cards by the powers of the Duke of Cards.,--,Gosei Sentai Dairanger: The Movie
74,6.0,--,Luis OspinaRaúl Ruiz,Walter RojasRaúl Ruiz,A wild short made as part of a filmmaking workshop that Raúl Ruiz ran in Bogotá in October 1993.,26m,Capítulo 66
75,7.4,--,Junji Nishimura,Rumiko TakahashiRyôta Yamaguchi,Kuno gets his hands on the Legendary Phoenix egg so he can get the Sword of the Phoenix. But then it hatches on his head and set's it's sights on Ranma and thinks it is his enemy.,31m,Ranma ½: Chô-musabetsu kessen! Ranma team VS densetsu no hôô
76,5.7,--,Jaume Balagueró,Jaume Balagueró,"After her first menstruation, Alicia is kidnapped and led by fly-men to a dirty and unhealthy underworld ruled by a disgusting being.",8m,Alicia
77,6.6,--,Paul Greenberg,Paul GreenbergScott Edmund Lane,"Tiny Town, the place where all nursery rhymes happened, is in BIG trouble in the here and now. They have all the communication devices but no one can communicate. They need a super-hero. Enter Digi Digital, who is only programmed to play and have fun.",18m,It's a Digital World
78,--,--,Maurizio Casula,Maurizio Casula,"Inside a cavern, a caver slips and remains hanging on his safety cord. Will he find a way out?",1m,C'è nessuno!?
79,--,--,Alan Williams,Alan Williams,"Told in vein of Jodorowsky's journey to Enlightenment in ""El Topo"", a movie location scout stumbles onto an apocalyptic cult that believes Peter Gabriel is God.",32m,The Pigeon Sanctuary
80,--,--,Paul-Anders Simma,Gunilla HemmingPaul-Anders Simma,A bear circles around the sacred tree at night and turns into a man. A woman falls in love with a man. Her father strongly disapproves and goes to hunt the bear. Based on the mythology and folklore of the Skolt Sámi people.,28m,Guovza - The Bear
81,6.9,--,David Kaplan,David Kaplan,A frog agrees to retrieve a girl's lost doll in exchange to a most presumptuous favor. Not realizing the impropriety of the favor the girls parents insist she keep her promise.,9m,The Frog King
82,--,--,Alejandro Cantú,Alejandro Cantú,,--,Las alas de Alicia
83,--,--,Carlos Gómez Oliver,Carlos Gómez Oliver,,32m,Cerca del cielo
84,--,--,Jose GuevaraCharles Herman-Wurmfeld,Allison HennessyCharles Herman-WurmfeldJeffrey Winter,,40m,Fabian's Freeak Show
85,8.2,--,Relah Eckstein,Katrina AlexyTosh BermanJoe Goodrich,An unemployed artist's oatmeal is poisoned with hallucinogenic bug balls by his fashion-conscious wife and their dimwitted chambermaids.,8m,Oatmeal
86,--,--,Antonio Urrutia,Charles BukowskiAntonio Urrutia,,12m,Amor por menos
87,--,--,Esteban Reyes,Eleonora PerezJan Zaragoza,,12m,Fuera de este mundo
88,5.3,--,Carlos Atanes,Gemma DelgadoJoan LluróFranz Kafka,"Free adaptation based on Kafka's ""Metamorphose"". The action is in Praga occupied by Germans, at home of a Jew family (maybe the Kafka's). Novel's room of G. Samsa is replaced by an enormous library.",30m,La metamorfosis de Franz Kafka
89,8.7,--,Garo Setian,Garo Setian,"""The Blob Cupid"" is a short film combining clay animation and live action to tell the story of a young man who meets the girl of his dreams with the assistance of a living ""blob"" of clay.",5m,The Blob Cupid
90,--,--,Christine Parker,Keri HulmeChristine Parker,A Maori writer meets a trickster spirit guide and conjures new worlds from the words she inks on a page.,--,Hinekaro Goes on a Picnic and Blows Up Another Obelisk
91,--,--,Janica Draisma,Janica Draisma,"After a quarrel, a woman arrives on a waste ground. She meets characters who are disorientated. Following interactions, the characters get closer and they leave together.",22m,Fenceless in Grace
92,--,--,Susan Wallace,Susan Wallace,,--,Unacceptable Behaviour
93,--,--,Barnaby Attwell,Paul Willcocks,"Grieving for his dead cat, Roy becomes obsessed with hair. Taking a job at a hairdressers only increases his obsession and soon he finds he cannot function until he is near - or holds - human hair.",--,The Woman with the Hundred Hairless Heads
94,6.7,--,Thomas Meyer-Hermann,Thomas Meyer-Hermann,The film depicts the creation of the world through playful images that draw parallels with the creative process associated with art. It focuses on the problems and dangers involved.,7m,The Creation
95,--,--,Paul Leduc,Paul Leduc,"A compilation of 20 Mexican children's song, composed from 1850 to 1950, ranging from lyrical to surrealist, illustrated with digital animation.",27m,Los animales 1850-1950
96,7.8,--,Takuya Igarashi,Naoko TakeuchiRyôta Yamaguchi,"A short movie based on the ""Sailor Moon"" TV series and movies about Ami rivaling with a boy she hasn't met nicknamed ""Mercurius"" who consistently ties with her for perfect scores on exams. When a spirit named Bonnone attacks her, Ami assumes it's Mercurius, but Usagi (Sailor Moon) knows otherwise.",16m,Sailor Moon Super S: Ami's First Love
97,3.7,--,Melvin Van Peebles,Melvin Van Peebles,A young boy receives a mystical motorcycle that transforms into a woman when he rides it at night.,29m,Vrooom Vroom Vrooom
98,5.4,--,Michael Wallin,Richard BoardEric NewtonNic Pereira,"The psychological and emotional motivations of gay sexual fetish, especially relating to gay male teens maturing into men and their sexual exploits.",37m,Black Sheep Boy
99,6.9,--,Mike Stribling,Mike Stribling,"a little girl named Tillie who befriends a playful dragon named Herman. Together the two take part in a variety of adventures, including Tillie's struggle to protect her new friend from the people of her village, who view all dragons as fire-breathing man-eaters in need of extermination.",44m,The Tale of Tillie's Dragon
100,--,--,Bob Lawrie,Bob LawrieNeil McCormick,A cod-Freudian melodrama set in Dysfunctionville.,11m,Crazy?
101,7.3,--,Philippe Decouflé,Philippe Decouflé,"A stylized work by a choreographer and dancer, evoking a past world of nostalgic music, passing loves, and drinking and dancing establishments on the edge of Paris.",4m,Le p'tit bal
102,5.9,50%,Matthew Barney,Matthew Barney,An experimental short film from the Cremaster series which alludes to the position of the reproductive organs during the embryonic development process.,42m,Cremaster 4
103,8.0,--,Pierre Ferrière,Pierre FerrièreOlivier Colpart,"On Christmas eve, Lieutenant Lucas's telephone keeps ringing. He can't tell who's calling until he notices, through his window, a strange creature who can't help but making phone calls...",16m,Force spéciale
104,--,--,Vicent Rubio,Vicent Rubio,,10m,Uno más uno
105,--,--,Jaime Aparicio,Jaime AparicioDaniel Felipe Parra Barriga,,21m,La luz
106,--,--,Lourdes BernalFrancisco EsquedaCarmen Islas,Carmen Islas,,30m,Realidad virtual
107,--,--,Andrés León BeckerJavier Solar,Andrés León BeckerJavier Solar,,3m,U.F.O.
108,--,--,Christopher Barry,Christopher BarryJean-Claude Landais,,15m,Valse nocturne
109,6.8,--,Carlos Atanes,Carlos Atanes,"The tavern where the action takes place is the waiting-room of Hell, the first door through which the inhabitants from the other side of the mirror will return.",21m,Metaminds & Metabodies
110,7.6,--,Philipp Müller-Dorn,Philipp Müller-Dorn,"Kissing the Muse is a colorful fairytale set in New York City in the early nineties. Al, a successful young professional, believes that art and creation is merely a matter of goal setting and willpower. He argues this point with his best friend Tim (an artist), who assures him it is not as easy as he thinks. Placing all that he possesses at stake, Al enters into a bet... Read all",19m,Kissing the Muse
111,--,--,Janica Draisma,Janica Draisma,"Dance film inspired by Paul Claudel's mimeograph Une femme et son ombre. A man dances with a woman who he loved dearly in the past. His pregnant partner confronts him with today. The characters dance in front of and behind a screen, on which they conjure increasingly abstract silhouettes.",31m,Screen-Play for Three
112,7.6,--,Gregory Marquette,John PavalDenholm ElliottHarrison Ford,A short film featuring Indiana's friend Sallah who narrates about Indy's discovery of the Temple of the Forbidden Eye built for god Mara where visitors can see future. Filmed for Adventureland ride in Disneyland.,2m,Indiana Jones and the Temple of the Forbidden Eye Ride
113,6.4,--,Michel Gagné,Michel Gagné,"Before the Big Bang, two extra terrestrial life forms clash in a battle that will change the universe forever.",4m,Prelude to Eden
114,7.7,--,John Dilworth,John Dilworth,"In this pilot for Courage the Cowardly Dog (1999), Courage, the cowardly dog of an oblivious elderly couple that lives on a remote farm, must defend them from a malicious space chicken bent on conquest and its mutagenic eggs.",8m,The Chicken from Outer Space
115,7.0,15%,Wayne Kramer,Wayne Kramer,,35m,Crossing Over
116,6.2,44%,John Scott Matthews,John Scott Matthews,"A timid yet sexually curious man visits a gay leather bar where he and a slave master make a romantic connection through song and dance, Broadway-style.",6m,Boot Camp
117,7.4,--,Jan Lamb,Jacky CheungShirley KwanLeon Lai,,--,Fai wa siu suet
118,8.5,--,Paul Poet,Paul Poet,An AntiMTV-Rock'n'Roll-allegory. A comment on Grunge's corporate happy misery.,18m,Hoch Zeit
119,--,--,Charles Ritter,Emilie Ohana,,4m,Une esquisse d'éternité
120,--,--,Jacques-Hervé Fichet,Jacques-Hervé Fichet,,7m,Mon ange
121,8.6,--,Brian FaiolaCarrie MaduguJon Thorn,Brian FaiolaCarrie MaduguJon Thorn,A clever look at why film and television rarely show a restroom,7m,Restroom
122,--,--,Miguel Coyula,Miguel Coyula,"An abstract, unavoidable catastrophe is closing in threatening the existence of mankind in Miguel Coyula's first short film",31m,Pirámide
123,5.5,--,Lisa Hammer,Dame DarcyLisa Hammer,A girl is tormented by ghosts and raw meat.,9m,Empire of Ache
124,--,--,Janica Draisma,Janica Draisma,Short surrealistic and experimental approach to the classic story.,16m,De Iside ed Osiride
125,8.0,--,Harper Philbin,Harper Philbin,A famous composer creates the Moonlight Sonata in a poor cobbler's dwelling.,13m,Opus 27
126,8.0,--,Raymond Edwards,Raymond Edwards,The story of a deaf teenager going from life to death.,15m,Shadow Rising
127,--,--,Gabriela Greeb,Gabriela Greeb,,2m,Le baiser
128,--,--,H Spencer Young,H Spencer Young,,10m,Passage
129,--,--,Akiz,AkizArne Sommer,,30m,John und Lucie
130,--,--,Tracy Prescott MacGregor,Tracy Prescott MacGregor,,27m,Uncle Xander
131,--,--,Kepa Lehtinen,Kepa LehtinenPasi PeniMika Lumi Tuomola,"Daisy is living in a world of romantic fiction. Her dreams are filled with soap operas, fashion magazines and beauty contests. One day she leaves her gloomy travelling circus and moves to the city of Los Diablitos.",5m,Daisy's Amazing Discoveries - The Movie
132,--,--,Martin L. Andersen,Martin L. AndersenMark Bowers,Four explorers search for a chest that holds more riches than anyone can carry. But to obtain the riches they must beat the evil Captain Crook to the treasure.,21m,Treasure Chest
133,--,--,Angelo Serio,Angelo Serio,Year one: Naples rises on the tomb of Parthenope. Year 1996 : a peaceful clammer is subjected to the advances of two enigmatic characters over the course of a typical day.,13m,Neamoenia
134,7.5,87%,Stan Winston,Stan WinstonMick GarrisStephen King,"The mayor of a nameless town gathers a mob to confront a hermit living in a ""haunted house."" When the mob arrives however, the man has a few tricks up his sleeve to convince them that he's not all that bad.",39m,Ghosts
135,5.0,--,Kyriakos Hatzimihailidis,Kyriakos HatzimihailidisManos PantelidisStella Vasilantonaki,Add a plot,23m,Tou harou ta dontia
136,7.1,--,David L. Bertman,David L. Bertman,"When college freshman, Brinton Smith discovers a business card with the number 976-WISH inscribed in silver, he is instantly hooked up with Wish Services, an ultra modernized corporation of unionized Toothfaires, Santa's Helpers and Genies. Assigning a Genie Third Class to his case, the Corporation is unable to grant even the simplest of wishes. Brinton discovers the ... Read all",42m,976-WISH
137,4.9,--,Christine Edzard,Christine EdzardE.T.A. Hoffmann,3-D IMAX narrative film telling the story of Little Clara who receives a toy nutcracker for Christmas and sees it come to life later that night. The Nutcracker Prince takes Clara to an enchanted land where she meets the Sugar Plum Fairies.,37m,The IMAX Nutcracker
138,7.7,--,Aleksandr Petrov,Aleksandr PetrovMarina Vishnevetskaya,"An elderly monk, while training the young novice who will succeed him, recalls the mysterious lost love of his past - just as his young successor appears to be encountering her himself.",10m,Mermaid
139,--,--,Attila Mispál,József PacskovszkyZsolt Pacskovszky,,42m,Alta mira
140,7.6,--,--,--,Add a plot,24m,Noah: He Walked with God
141,6.2,--,David Lowe,David Lowe,"Henry Howard discovers a way to stay young forever, but life doesn't seem worth living without his childhood sweetheart Alice. Risking old age, Henry returns to convince her to join him.",21m,The Two-Wheeled Time Machine
142,8.8,--,Scott Speirs,Hart Getzen,"Based on the television series ReBoot, this IMAX ride lets us go into the mind of Hexadecimal. Mike the T.V. and Herr Doktor are your tour guides, as they access the Random Access Memory Machine which will allow you to see the mind and memories of Hexadecimal.",6m,ReBoot: The Ride
143,--,--,Louis Chilson,Louis ChilsonElias Levy,"Leovaldo is the high scoring player in the soccer championship. Dr. Trevor owns his pass, and Leovaldo wants out. The make a wager: two goals or your soul.",8m,E O Craque Marcou
144,5.2,--,Mark BrierleyDavid Sproxton,Mark Brierley,"It's Ghosts vs. Skeletons one night in a churchyard cricket match. At the outset, it appears that the Ghosts' pitcher will best all of the Skeleton's batters. That is until one dandy steps up to bat and practically lays waste to the entire churchyard.",5m,Owzat
145,--,--,Peter Roloff,Peter Roloff,"As a ""dreambuilt"" structure, the villa hides herself from reality. Only the everyday things lying around give their wordless proof of a real world, enhanced by the differing moods of light throughout the day. Bathed in this light we wander in time and space.",6m,Die Villa
146,--,--,Guido Jiménez-Cruz,Guido Jiménez-Cruz,"Hollywood 1932; the arrival of sound. ""Silent"" is a fable about the importance of music in movies and an homage to silent films at the time of their decline.",13m,Silent
147,7.8,--,Thomas Duffy,Scott McKinley,"A fevered dream exploring the last day in the life of Frances, a woman who realizes her end may just be her beginning.",15m,Oh-My-God-Frances
148,7.0,100%,Patrick Steele,Robert SilverbergPatrick Steele,"HINDSIGHT is the sometimes sad, sometimes humorous story of Walt, a young man alienated from those around him by his special ability to actually experience their inner thoughts. It's an ability he's always had, and it's something that's radically affected his view not only of others, but also of himself. Which is why Walt's world begins to turn upside down when he dis... Read all",27m,Hindsight
149,6.9,--,Kôji Morimoto,Hideo Morinaka,"In a town taken over by an artificial being -the titular Noiseman, Tobio and his friends must confront it to help bring the music back.",16m,Onkyô seimeitai Noizuman
150,--,--,Jose Guevara,--,Scenes from Johnny Mnemonic (1995) become cyberporn fantasy.,3m,Keanu's Wet Dream
151,7.0,72%,Christopher Nolan,Christopher Nolan,"In his squalid apartment, a man tries to squash with his shoe an insect of some kind that is moving around the room.",3m,Doodlebug
152,--,--,Gustavo Ferrada,Sayago AyusoJavier BermejoJavier Bermejo,,13m,Todos a tus pies
153,--,--,Erika Grediaga,Erika Grediaga,,14m,Adela despierta despierta
154,7.2,--,Andrey Khrzhanovskiy,Tonino Guerra,Add a plot,30m,The Lion with the White Beard
155,--,--,Igor Ivanov Izi,Igor Ivanov Izi,"An eclectic cinematic collage of mixed temporary contexts, reveals what is in the mind of a young man who lives in a claustrophobic inability to communicate freely with the outer world, because of the visa regime.",8m,The Clock
156,7.1,--,Jan Kounen,Carlo De BoutinyJan KounenCharles Perrault,"A old red riding hood, badly crippled after killing a monster many years ago, comes up with a sinister plan to dance again.",26m,Le dernier chaperon rouge
157,7.9,--,Arish Fyzee,Michael Jeter,"The mythical city of Atlantis has risen from the depths in The Forum Shops at Caesars Palace, and champions are being called from around the empire to Race for Atlantis, the world's first giant-screen Imax 3-D ride. The effect created is an unbelievable chariot race through the streets of Atlantis, where the diabolical Ghastlius will stop at nothing to win.",4m,Race for Atlantis
158,7.7,--,Lorenzo Recio,Lorenzo Recio,"A hard-drinking, ascetic minotaur wanders in his labyrinth. Only his nightly dreams will lead him out of his den, in search of a ""cold gold woman"".",10m,Le bal du minotaure
159,6.7,--,Chris Wedge,Chris Wedge,An elderly widowed rabbit grieving her husband's death is encountered by a moth who invites her into the afterlife.,7m,Bunny
160,7.3,--,Chris BaileyAndrew Schmidt,Kevin Rafferty,"Flick introduces some of his friends to the audience and educates them why bugs shouldn't be seen as pests, but more as friends.",9m,It's Tough to Be a Bug
