,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
47,"7,6",89%,Joel CoenEthan Coen,Joel CoenEthan Coen,Un famoso dramaturgo neoyorquino se ve tentado a trasladarse a California para escribir guiones de películas y allí descubre la realidad infernal de Hollywood.,1h 56min,Barton Fink
48,"6,3",--,Juan José Campanella,Catherine May Levin,"Añade un argumento en tu idioma
A psychotic 12 year old makes life hell for his emotionally frail mother.",1h 41min,El niño que gritó puta
49,"6,7",--,Lili Fini Zanuck,Kim WozencraftPeter Dexter,"Dos policías de un pequeño pueblo de Texas se infiltran para atrapar a un importante traficante de drogas y acaban enganchados, poniendo en riesgo su misión.",2h,Hasta el límite
50,"6,2",74%,Russell Mulcahy,Fred DekkerMenno MeyjesSteven E. de Souza,Un fiscal de distrito es aterrorizado por el criminal que encerró hace años cuando era policía.,1h 42min,Ricochet
51,"3,4",16%,Fred Olen Ray,Mark Thomas McGee,"Añade un argumento en tu idioma
A woman attempts suicide when she suspects her husband doesn't love her and is having an affair. Now she's wheelchair-bound, and her husband, who indeed doesn't love her and is having an affair, hires a private nurse to look after his wife. The nurse begins to suspect that she was hired because of unproven allegations that she murdered someone's wife in a similar situ... Leer todo",1h 30min,Inner Sanctum
52,"5,9",--,Lewis Teague,Broderick Miller,Un hombre fugitivo de la prisión se dirige a su botín oculto conectado electrónicamente a una prisionera.,1h 41min,Peligrosamente unidos
53,"7,0",--,Ngai Choi Lam,Tetsuya SaruwatariMasahiko TakajoNgai Choi Lam,"Un joven que posee una fuerza sobrehumana, es encarcelado en una prisión privada, donde los reclusos son tratados como esclavos.",1h 31min,Historia de Ricky
54,"7,2",--,Nicholas Meyer,Gene RoddenberryLeonard NimoyLawrence Konner,"En vísperas de su retiro, Kirk y McCoy son acusados de asesinar al Alto Canciller Klingon y encarcelados. La tripulación del Enterprise debe ayudarles a escapar para frustrar la conspiración destinada a sabotear la última esperanza de paz.",1h 50min,Aquel país desconocido
55,"5,0",--,Joe D'Amato,Bruno FontanaSteve Morelli,"Añade un argumento en tu idioma
Tony is a young man with a gambling habit: he loses $10,000 in a poker game with Drumond, the boss of the neighborhood, and has 24 hours to settle the debt. To obtain this sum, he agrees to steal a large-scale car on commission, but finds himself unexpectedly forced to kidnap Liza, a young and beautiful television journalist who owns the car. Both are attracted to eac... Leer todo",1h 27min,Ossessione fatale
56,"6,8",--,Kenneth Branagh,Scott Frank,"Una mujer pierde la memoria y es acogida por un orfanato, se recluta a un investigador privado para rastrear su identidad. Pronto descubre que podría tener una conexión con la vida pasada de la chica que pone en peligro sus vidas.",1h 47min,Morir todavía
57,"5,1",--,Leandro Lucchetti,Leandro Lucchetti,"Añade un argumento en tu idioma
Beautiful young American tourist Janet Cooper goes on vacation to a remote South American country. After being arrested by a corrupt cop and subsequently found guilty of a trumped-up charge involving possession of narcotics, Janet finds herself incarcerated at an isolated castle located deep in the jungle that serves as a hellish women's penitentiary. The brutal staff... Leer todo",1h 30min,Mujeres enjauladas
58,"7,6",82%,Lars von Trier,Lars von TrierNiels Vørsel,"Al final de la segunda guerra mundial, un estadounidense acepta un trabajo en los ferrocarriles alemanes, donde varias personas intentan utilizarle.",1h 52min,Europa
59,"4,4",0%,Kristine Peterson,Charles ChiodoEdward ChiodoStephen Chiodo,Unas pequeñas bolas de pelo alienígenas que devoran cualquier cosa o persona a su paso se dirigen a una torre de apartamentos de Los Ángeles.,1h 26min,Critters 3
60,"4,8",53%,Jim Wynorski,Mark Thomas McGeeJ.B. Rogers,"Añade un argumento en tu idioma
While doing the inventory for a lingerie outlet in a high rise office building, five attractive women are terrorised by a series of bizarre killings. They suspect that the strange janitor, who witnessed another series of killings years back, is at the bottom of the whole thing. Little do they know the real horror that they face in the end.",1h 17min,Hard to Die
61,"6,8",--,Steven Soderbergh,Lem Dobbs,"Kafka trabaja durante el día en una compañía de seguros, donde los acontecimientos lo llevan a descubrir una misteriosa sociedad clandestina con extraños objetivos represivos.",1h 38min,"Kafka, la verdad oculta"
62,"4,7",--,Andrew Piddington,Andrew PiddingtonTim Rose PriceGraham Swift,"En la conmemoración de su padre, John confiesa un oscuro secreto familiar, enterrado veinticinco años, incluso de su propio hijo.",1h 45min,Shuttlecock
63,"4,6",--,Andrew Lane,R.E. DanielsAndrew Lane,"Alma es una soltera solitaria y vulnerable enamorada de Frank, un apuesto estafador que le roba el corazón y el dinero. ¿Le robará también la vida?",1h 49min,Contacto letal
64,"6,2",60%,Barry Shils,Joseph Minion,"Un niño de diez años huye de sus padres abusivos, roba un Mustang y persigue un juego de cartas promocionales.",1h 30min,Motorama
65,"4,5",--,Charles Finch,Yolande TurnerCharles Finch,Un escritor de novelas de misterio sobre asesinatos malinterpreta al hombre nervioso al que acosa en una espeluznante mansión de Hollywood.,1h 35min,Confesión criminal
66,"6,4",--,Simon Moore,Simon Moore,"En Brighton, en 1959, el policía deshonrado convertido en detective privado trabaja principalmente en la falsificación de adulterios para usarlos como prueba en casos de divorcio.",1h 39min,El silencio de la sospecha
67,"7,3",--,Varuzh Karim-Masihi,Varuzh Karim-Masihi,"Añade un argumento en tu idioma
""Gaslight"" as Farsi farce. Kamran and Moluk, middle-aged siblings, live penniless in the family's Tehran mansion, selling furniture to pay expenses. Their brother, who owns the house, has died suddenly, and his widow, Forugh, is coming from the provinces to visit. Kamran writes an elaborate script and hires a troupe of five actors to be the household servants. The pur... Leer todo",1h 50min,Pardehe Akhar
68,"6,7",--,Lau ChanChun-Ku Lu,Ho-Kwan Lee,"Añade un argumento en tu idioma
When teens help a friend who's been forced into prostitution they upset some very dangerous people. With the help of a renegade cop a bloody war ensues with tragic consequences.",1h 33min,Huo zhong
69,"6,5",--,Markus Fischer,Rosemarie FendelMarkus FischerSam Jaun,"Añade un argumento en tu idioma
Peter Keller, who lives in Berlin, receives a letter from his homeland, the Swiss Emmental. Otto Balsiger, who had served in the army as a soldier under Keller's command, is accused of raping and murdering a woman and asks Keller for help. Keller, who firmly believes in Balsiger's innocence, tries to find out the true background to the crime on his own. However, his i... Leer todo",1h 37min,Brandnacht
70,"5,7",--,Alan J. Pakula,Matthew Chapman,"Durante una cena conjunta en el restaurante, los vecinos ofrecen intercambiar esposas por una noche. Fue una broma, pero solo al principio.",1h 39min,Dobles parejas
71,"5,7",--,Rafael Moreno Alba,Rafael Moreno AlbaMiguel Postolache,"Añade un argumento en tu idioma
The gorgeous Margot supports her aged father by seducing men on trains, slipping them a Mickey Finn (a beso de sueño) and robbing them of money and jewelry. One night her victim is a currency smuggler taking 100 million pesetas out of Spain. He's being watched by a cop and by a burned-out alcoholic, Salvatierra, who does occasional jobs for a corrupt banker; they are ... Leer todo",1h 59min,El beso del sueño
72,"7,5",--,Peter Jackson,Stephen SinclairFran WalshPeter Jackson,"La madre de un joven es mordida por un mono rata de Sumatra. Se enferma y muere, pero vuelve a la vida, matando y comiendo perros, enfermeras, amigos y vecinos.",1h 44min,Braindead: tu madre se ha comido a mi perro
73,"6,7",--,Bernard Rose,Clive BarkerBernard Rose,"Candyman, un fantasma con un gancho en la mano, vuelve a la vida cuando una joven invoca accidentalmente.",1h 39min,"Candyman, el dominio de la mente"
74,"5,5",63%,Tamra Davis,Matthew Bright,"Una adolescente descarriada (Drew Barrymor, ""Jamás besada"") asesina a su padrasto que abusó de ella sexualmente, ayuda a su amigo por correspondencia en prisión, ahora reformado, a salir libre por buen comportamiento y se da a la fuga.",1h 37min,Guncrazy
75,"5,5",--,Peter MacDonald,Damon Wayans,"A con man, seeking to gain the affections of a woman he saw entering an office building, aquires a job in the same building working for an executive who has plans to use his skills for more than just the workplace.",1h 29min,Más pelas
76,"4,5",0%,Ron Oliver,Ron Oliver,"Añade un argumento en tu idioma
A child is traumatized when his father, a stuntman, dies in an attempt to go over Niagara Falls. Later, his mother meets and marries a truck driver, and things seem to be going OK. Then the new husband's creepy brother shows up, and the boy begins to get a sense that neither of the brothers is quite what they claim to be.",1h 37min,Liar's Edge
77,"6,2",--,Richard Stanley,Richard Stanley,"Añade un argumento en tu idioma
A woman on the run from her abusive husband encounters a mysterious hitch-hiker.",1h 55min,El demonio del desierto
78,"4,3",--,Joseph Merhi,Ken LamplughJohn Weidner,"Añade un argumento en tu idioma
A terrorist couple is pitted against each other when the female counterpart is captured by C.I.A. agents. They convince her to help them bring down the dangerous group in this violent actioner.",1h 33min,CIA. Operación contra el estado
79,"7,2",--,Neil Jordan,Neil Jordan,Un soldado británico es secuestrado por el grupo IRA y entabla amistad con uno de sus captores.,1h 52min,Juego de lágrimas
80,"4,0",--,Antonio Bonifacio,Daniele Stroppa,"Añade un argumento en tu idioma
Gianni is a political man with a good career waiting for him. Angela is his wife and she fakes an assault and a rape in a cinema. Eva is Gianni's lover and Angela's friend. Gianni and Eva decide to use the pretext of the assault to kill Angela. Later on Angela is blackmailed by a man who was present at her act. In the background there are Rosy, her maid always present... Leer todo",1h 28min,Appuntamento in nero
81,"2,8",--,Fabrizio LaurentiJoe D'Amato,Joe D'AmatoRossella DrudiFabrizio Laurenti,"Añade un argumento en tu idioma
People from a small town are attacked by evil radioactive tree roots growing in the forest.",1h 34min,Contaminación 7
82,"4,7",--,Peter Patzak,Ladislav MnackoPeter Patzak,"Añade un argumento en tu idioma
Bratislava, Czechoslovakia. Secret agent Paul Grumbach seems to live in paradise, all his dollars make up for a good living. Then Czechoslovakian secret service begins to show acute interest in him. Suddenly he is in the middle of an intrigue and confronted with a beautiful woman, who turns out to be a Czech secret agent. As if things are not complicated enough both f... Leer todo",1h 40min,Rochade
83,"3,7",12%,Steven L. Austin,David HueyDom MagwiliPhil M. Noir,"Hay batallas que se libran en el ring, en las calles, por amor y por honor. - pero ahora Jake Tanner (Gary Daniels) se enfrenta a la batalla de su vida. Para salvar a su hermano (Ian Jacklin) debe hacer el sacrificio definitivo.",1h 29min,American Streetfighter
84,"6,8",91%,Robert Rodriguez,Robert Rodriguez,Una mariachi viajero es confundido con un criminal asesino y debe ocultarse de la,1h 21min,El mariachi
85,"5,5",--,Michael Taav,Michael Taav,"Añade un argumento en tu idioma
About a love triangle, involving a house painter, his boss, and the boss's sensitive, vulnerable wife. The film turns into a picture of hidden desires, romantic dreams, and dangerous obsessions.",1h 30min,The Paint Job
86,"5,4",--,Rusty Lemorande,Henry JamesRusty Lemorande,"Añade un argumento en tu idioma
Soon after settling into her new role as governess at the faraway and well-appointed Bly House, Jenny begins to suspect that her young charges, Flora and Miles, have seen something unimaginably sinister.",1h 35min,Una vuelta de tuerca
87,"6,7",--,David Wellington,David Wellington,"Añade un argumento en tu idioma
Henry Adler, a bank employee and actor, is cast as a cop in an upcoming television series but he begins to take his duties seriously.",1h 37min,Amo los uniformes
88,"6,3",--,Hugo Rodríguez,Hugo RodríguezMarina Stavenhagen,Añade un argumento en tu idioma,1h 33min,En medio de la nada
89,"5,9",--,Stephan Elliott,Stephan Elliott,"Añade un argumento en tu idioma
Roland has made decisions with a die since his 8th birthday. Now an insurance investigator, he uses it at work.",1h 30min,Los impostores
90,"7,1",--,Peter Weir,Rafael Yglesias,La personalidad de un hombre cambia dramáticamente tras sobrevivir a un accidente de avión.,2h 2min,Sin miedo a la vida
91,"7,0",--,Tom Tykwer,Tom TykwerChristiane Voss,"Añade un argumento en tu idioma
A woman is trying to escape from a depressing life position.",1h 46min,Mortalmente María
92,"6,5",71%,Scott McGeheeDavid Siegel,Scott McGeheeDavid Siegel,"After his brother tries to kill him, a man survives only to find himself in another man's body.",1h 36min,Suture
93,"6,7",62%,Marco Brambilla,Peter M. LenkovRobert ReneauDaniel Waters,Un agente de policía es sacado de la animación suspendida en prisión para perseguir a un antiguo enemigo ultraviolento que anda suelto en una sociedad futura no violenta.,1h 55min,Demolition Man
94,"6,3",--,Fernando Lopes,Christopher FrankJean NachbaurAntonio Tabucchi,"Añade un argumento en tu idioma
Spino, a pathologist, receives an unidentified body which looks familiar to him... himself, 30 years younger.",1h 31min,La línea del horizonte
95,"7,9",--,Brian De Palma,Edwin TorresDavid Koepp,Un expresidiario puertorriqueño que acaba de salir de prisión se promete mantenerse alejado de las drogas y la violencia a pesar de la presión a su alrededor.,2h 24min,Atrapado por su pasado
96,"6,0",--,Garth Maxwell,Garth MaxwellRex Pilgrim,"Jack and Dora, abandoned by their parents as babies, are desperate to find each other after years of adoption. Jack's young life has been spent with a sadistic family. Dora, whose life has been somewhat better, has developed extra-sensory powers which tell her that Jack's in danger and drives her to search for him.",1h 35min,Jack... Sé listo
97,"5,5",--,Mark L. Lester,Frank SacksRobert Boris,"A rogue cop joins an elite L.A.P.D. unit who secretly operate as a vigilante death squad, but soon begins to question their methods.",1h 36min,Justicia extrema
98,"7,5",92%,Takeshi Kitano,Takeshi Kitano,Varios yakuza de Tokio son enviados a Okinawa para ayudar a poner fin a una guerra de pandillas. La guerra se intensifica y los corredores de Tokio deciden mantener un perfil bajo en la playa.,1h 34min,Sonatine
99,"6,4",--,Joseph Ruben,Ian McEwan,"Un niño se queda con sus tíos y se hace amigo de su primo, un niño de la misma edad que muestra cada vez más signos de comportamiento violento y psicopático.",1h 27min,El buen hijo
100,"4,3",--,Don Murphy,Don Murphy,"Añade un argumento en tu idioma
Bobby Parker is a poor kid from the wrong side of the tracks. He and his best friend are new to Oceana High and their presence is not welcome. James can't stand any outsider and he doesn't like someone who ""doesn't know his place"".",1h 35min,Secuestro en las aulas
101,"7,0",--,Juanma Bajo Ulloa,Juanma Bajo UlloaEduardo Bajo Ulloa,"Un criminal dispara y mata a un restaurador de pintura durante un robo fallido, pero también dispara a su hija. Veinte años después, la hija se ha quedado muda y con la edad de una niña, pasando la mayor parte del tiempo en un manicomio.",1h 51min,La madre muerta
102,"6,9",--,Pierre-William Glenn,Pierre-William GlennFrederick LeroyEdith Vergne,Añade un argumento en tu idioma,1h 24min,23h58
103,"7,0",91%,Lodge Kerrigan,Lodge Kerrigan,"After a man suffering from schizophrenia is released from a mental institution, he attempts to get his daughter back from her adoptive family.",1h 19min,"Clean, Shaven"
104,"6,5",--,Harold Becker,Aaron SorkinJonas McCordScott Frank,"La historia de una pareja felizmente casada que quiere formar una familia. Tracy es profesora de arte, y Andy decano. Pero todo cambia cuando Tracy tiene que ser operada de urgencia por Jed, un cirujano con complejo de Dios.",1h 47min,Malicia
105,"6,6",--,Vladimir Khotinenko,Valeri Zalotukha,"Añade un argumento en tu idioma
A peaceful poet going mad possessing a gun.",1h 39min,Makarov
106,"3,5",--,Bob Misiorowski,David ZitoLes WeldonGeorge Edward Fernandez,"Jack David (Pare) es un policía duro y franco que se ve acusado injustamente de la muerte de un compañero por el depravado y hambriento de poder jefe de la aduana de Miami, Martin Cullen (Ian Yule).",1h 36min,Atracción peligrosa
107,"5,6",--,Ken Wiederhorn,David J. GreenbergMiguel Tejada-FloresKen Wiederhorn,"Una aspirante a actriz, que trabaja como camarera mientras le llega su oportunidad, acepta cuidar de una casa propiedad de una pareja adinerada en las afueras de Hollywood.",1h 35min,La casa de la colina
108,"5,4",--,Yves Simoneau,Bernard TaylorBarry SchneiderRichard Hawley,"Jude Madigan abandons her husband Robert and her three sons without any explanation. Three years later Jude inexplicably returns to reunite her family. However Robert and his new lover Callie see Jude for the true psychopath she is and try their best to protect their sons. Jude embarks on a non stop stalking and harassment campaign against the family, and even seduces... Leer todo",1h 36min,Regreso inesperado
109,"6,2",--,Fraser C. Heston,Stephen KingW.D. Richter,Se abre una nueva y misteriosa tienda en una pequeña ciudad que siempre parece abastecer los deseos más profundos de cada comprador con un precio mucho más elevado de lo esperado.,2h 1min,La tienda
110,"6,4",36%,Roger Avary,Roger Avary,"The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank.",1h 36min,Killing Zoe
111,"4,8",--,Alex Graves,Alex Graves,"Añade un argumento en tu idioma
Lonely Kansas housewife Karen Webb despondent about her love life, her husband Jim Webb coldness and philandering, has a strong urge to change her future. Karen discovers the truth about Jim and sets out to commit suicide by carbon monoxide poisoning in her garage, but her three dollar daily allowance for gasoline runs out before she expires. During one of her gas sta... Leer todo",1h 21min,Entre el deseo y el destino
112,"6,3",--,Angela Pope,Frank Deasy,"Una hermosa joven dentista que trabaja en una dura prisión británica comienza a sentirse atraída por un recluso violento, después de la ruptura de su matrimonio.",1h 40min,Cautivos
113,"6,8",79%,Hal Hartley,Hal Hartley,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",1h 45min,Amateur
114,"4,4",--,John Travers,Alice HorriganJohn Travers,"Añade un argumento en tu idioma
A young man falls into a web of double crossing and murder by spying on his beautiful neighbour.",1h 25min,Deep Down
115,"6,2",--,Barry Levinson,Michael CrichtonPaul Attanasio,"Un ejecutivo de una compañía informática es demandado por acoso sexual por una antigua amante convertida en jefa que inició el acto a la fuerza, lo que amenaza tanto su carrera como su vida personal.",2h 8min,Acoso
