,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
60,4.8,--,Jim Wynorski,Mark Thomas McGeeJ.B. Rogers,"While doing the inventory for a lingerie outlet in a high rise office building, five attractive women are terrorised by a series of bizarre killings. They suspect that the strange janitor, who witnessed another series of killings years back, is at the bottom of the whole thing. Little do they know the real horror that they face in the end.",1h 17m,Hard to Die
61,3.6,42%,James H. Barden,James H. Barden,How would you react if Christ had re-appeared on earth today? Would man kind repeat their mistakes or accept? This movie is about a modernized 2nd coming of Christ. Instead of facing Romans there are different obstacles in these modern times that he'd have to face.,1h 37m,The Judas Project
62,4.1,--,Teddy Page,Rod Davis,"Max, a prize boxer who has developed a drinking habit after his girlfriend Susan left him, gets involved in dirty business once she asks him to help her find her missing husband.",1h 30m,Blood Ring
63,6.4,50%,Rafal Zielinski,Jim FisherJim StaahlEthan Reiff,Two insurance investigators try to uncover the truth about the murder of their colleague and friend. Their findings lead them to some dark truths about the company they work for and the people they believed to be friends.,1h 26m,Under Surveillance
64,4.2,--,John Quinn,Lynne DahlgrenJohn Quinn,"When the ambitious photographer Andi returns from a modeling session in Mexico, she finds a kilogram cocaine in her bag. In panic - and thinking of her prior convictions - she immediately dumps it in the sink. She suspects her star model Cathy and calls her to account for it, but she denies everything. When Cathy's found dead shortly after, Andi is under suspicion. Sh... Read all",min--,Total Exposure
65,6.0,--,Chen-Kuo Chao,Chen-Kuo Chao,Add a plot,1h 25m,Bo ba zong dong yuan
66,4.9,--,Teddy Page,Anthony Jesu,"In a post-apocalyptic world, a man helps a beautiful young girl get revenge against a roving gang of renegades that destroyed her village.",1h 35m,Eternal Fist
67,6.7,--,Lau ChanChun-Ku Lu,Ho-Kwan Lee,When teens help a friend who's been forced into prostitution they upset some very dangerous people. With the help of a renegade cop a bloody war ensues with tragic consequences.,1h 33m,Angel Terminators II
68,4.8,16%,Michael Cohn,John BrancatoMichael Ferris,"A U.S. Air Force officer tries to stop a murderous group of terrorists who are trying to steal two top secret F-117A Stealth Fighters from the cargo hold of a gigantic C-5 Galaxy Transport flying at 30,000 feet over the Pacific Ocean.",1h 32m,Interceptor
69,5.3,--,Jon Turteltaub,Kenny KimEdward Emanuel,"Each year, three brothers visit their grandfather for the summer. He is highly skilled in ninjutsu, and for years he has trained the boys in his techniques.",1h 24m,3 Ninja Kids
70,2.7,--,Faruque Ahmed,Faruque AhmedRonald D. Herbst,"Welcome to Planet Earth. It has become a barren wasteland of greed and violence. A savage world of unspeakable cruelty. In a world torn by raging electrical storms and rampant with deadly cancers, there is only one escape: ""the seeds"" , a powerful hallucinogenic drug that provides great pleasure... and eventual madness. The Drug lords who control ""the seeds"" control t... Read all",1h 32m,Dark Vengeance
71,5.5,16%,Peter MacDonald,Damon Wayans,"A con man, seeking to gain the affections of a woman he saw entering an office building, aquires a job in the same building working for an executive who has plans to use his skills for more than just the workplace.",1h 29m,Mo' Money
72,4.3,--,Joseph Merhi,Ken LamplughJohn Weidner,A terrorist couple is pitted against each other when the female counterpart is captured by C.I.A. agents. They convince her to help them bring down the dangerous group in this violent actioner.,1h 33m,CIA Code Name: Alexa
73,3.8,40%,Cirio H. Santiago,R.G. DavisBeverly GrayThomas McKelvey Cleaver,"While leading a maverick band of warriors behind enemy lines, a U.S. Army Commander is forced to lead a beautiful American journalist through the treacherous Mekong River Delta aboard a high speed gun boat while being pursued by a cunning Vietnamese enemy.",1h 25m,Beyond the Call of Duty
74,5.4,36%,Albert BandCharles Band,Charles BandC. Courtney Joyner,"An unspeakable evil has come into our dimension and wants to rule over Earth, and only a mysterious sorceror known as Doctor Mordrid can stop him.",1h 14m,Doctor Mordrid
75,6.2,38%,John Landis,Michael Wolk,"Marie is a vampire with a thirst for bad guys. When she fails to properly dispose of one of her victims, a violent mob boss, she bites off more than she can chew and faces a new, immortal danger.",1h 52m,Innocent Blood
76,6.3,45%,Dwight H. Little,Cindy CirileAlan B. McElroy,"When student Jake Lo witnesses a killing, he finds himself caught between two feuding drug lords. Betrayed and set up by the federal agents, the only person he can trust is Ryan, a Chicago cop who reminds Jake of his deceased father.",1h 35m,Rapid Fire
77,5.1,26%,Aaron Norris,Lou IllarGalen Thompson,A bullied teen who fantasizes about being Chuck Norris' sidekick trains in martial arts to fulfill his dreams.,1h 41m,Sidekicks
78,2.0,--,Donald G. Jackson,Donald G. JacksonScott Shaw,"In a post-apocalyptic world where rollerblading is the chief means of travel, the evil Pharoah sends his minions outside the Wheel Zone to abduct a psychic. The psychic has been trained in the way of the samurai, but has shunned her training to become a Passive. Once abducted, her brother joins forces with others to try and rescue her, but they face many challenges fr... Read all",1h 30m,Legend of the Roller Blade Seven
79,7.7,94%,Michael Mann,James Fenimore CooperJohn L. BalderstonPaul Perez,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,1h 52m,The Last of the Mohicans
80,4.2,--,Tracy Lynch Britton,Tracy Lynch BrittonMichelle J. Carl,"Vacationing lovers Travis and Bobbi encounter an unexpected nightmare on a lonely country road. Two strangers kidnap Bobbi, and brutally beat Travis. Six months later, though Bobbi's family is wealthy, there's no ransom demand, and the police, even Travis's boss, Detective Wyatt, have all but given up. Only Travis, encouraged by Bobbi's best friend Debbie, keeps searc... Read all",1h 36m,Maximum Breakout
81,3.7,12%,Steven L. Austin,David HueyDom MagwiliPhil M. Noir,"There are battles fought in the ring, in the streets, for love and for honor.... but now Jake Tanner (Gary Daniels) faces the battle of his life. To save his brother (Ian Jacklin) he must make the ultimate sacrifice.",1h 29m,American Streetfighter
82,6.8,91%,Robert Rodriguez,Robert Rodriguez,A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.,1h 21m,El mariachi
83,4.1,--,Paul Leder,Paul Leder,"The bank president in a small California town isn't quite the upstanding citizen he appears to be--he's a corrupt killer, who has just kidnapped the wife and daughter of the local sheriff.",1h 32m,Frame-Up II: The Cover-Up
84,4.6,33%,Richard W. Munchkin,Robert EasterPaul MaslakNeva Friedenn,"An attorney is forced to fight back after his family is brutally murdered by vicious drug dealers, leading to an astounding martial arts showdown.",1h 30m,Out for Blood
85,2.7,0%,Armand Gazarian,Armand GazarianJames I. Nicholson,Blaine now a 'Freeedom fighter' is forced to rescue a man and kill an evil tyrant.,1h 30m,Prison Planet
86,6.3,--,Hugo Rodríguez,Hugo RodríguezMarina Stavenhagen,Add a plot,1h 33m,In the Middle of Nowhere
87,4.3,--,Sam Firstenberg,Jon Stevens AlonDavid BradleySam Firstenberg,An ex-Marine finds out a old buddy is leading a private army of mercenaries. When an ex-Marine refuses to join an old friendship's personal army of mercenaries a deadly violent battle erupts between the two men! And this is not good.,1h 35m,Blood Warriors
88,6.7,62%,Marco Brambilla,Peter M. LenkovRobert ReneauDaniel Waters,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,1h 55m,Demolition Man
89,--,--,--,--,--,--,--
90,5.5,--,Mark L. Lester,Frank SacksRobert Boris,"A rogue cop joins an elite L.A.P.D. unit who secretly operate as a vigilante death squad, but soon begins to question their methods.",1h 36m,S.I.S.: Extreme Justice
91,7.5,92%,Takeshi Kitano,Takeshi Kitano,Several yakuza from Tokyo are sent to Okinawa to help end a gang war. The war then escalates and the Tokyo drifters decide to lay low at the beach.,1h 34m,Sonatine
92,7.8,72%,George P. CosmatosKevin Jarre,Kevin Jarre,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",2h 10m,Tombstone
93,4.5,26%,Duane Clark,Randall Fontana,Two attractive strangers invade the life of a reclusive farmboy who recently inherited his father's estate.,1h 38m,Bitter Harvest
94,4.1,19%,Christian Drew Sidaris,Wess Shannon RahnChristian Drew Sidaris,"While on a mission to stop a drug operation, three Federal agents accidentally discover gold from the Civil War. With the aid of a corrupt agent, a ruthless criminal kingpin will hunt them down, one by one.",1h 32m,Enemy Gold
95,6.4,30%,Stephen Herek,Alexandre DumasDavid Loughery,"France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.",1h 45m,The Three Musketeers
96,4.5,22%,John Eyres,Stephen ListerEric Poppen,"Two cops investigating the murder of a young boy become invloved in a very secret project involving alien life. Needless to say, the authorities don't want them to stick their noses into this.",1h 31m,Monolith
97,4.5,--,Stephen Cornwell,Wallace C. BennettDon JakobyKim Steven Ketelsen,In the sci-fi thriller The Philadelphia Experiment the sole survivor of a wartime experiment is catapulted 41 years into the future and must race to save the world as we know it. It's now 10 years later--1993.,1h 37m,Philadelphia Experiment II
98,5.0,--,Man Kit Poon,Man-Keung ChanDamien LiStephen Shiu,Add a plot,1h 49m,Hero of Hong Kong 1949
99,6.4,62%,Clara Law,Eddie Ling-Ching FongPik-Wah Lee,"Near the beginning of the Tang dynasty, in 7th century China, General Shi Yan-sheng is tricked into leaving the crown prince unguarded. The crown prince is murdered by one of his brothers who then becomes emperor. Shi retreats to a monastery, perhaps to hide, perhaps to plan a coup. When his loyal troops as well as the princess he desires are slain, he seeks refuge in... Read all",1h 58m,Temptation of a Monk
100,4.3,--,Wah Man,Chi-yao Fan,"Pak Kong Tung, a leader of a Triad group, accompanied by his men Chan Wai and Siu Lung, makes a drug transaction with drug dealer Hu Tai Sing.",1h 27m,The Vengeance
101,6.5,13%,Sheldon Lettich,Sheldon LettichLuis Esteban,"Ex-Special Forces soldier Louis Stevens returns to Miami to find his former high school overrun by drugs and violence. A master of the Brazilian martial art, capoeira, Stevens pledges to straighten out a dozen of the school's worst students by teaching them this demanding and highly-disciplined fighting style. Slowly, his program begins to work, giving the students ne... Read all",1h 39m,Only the Strong
102,3.5,30%,Bob Misiorowski,David ZitoLes WeldonGeorge Edward Fernandez,"Jack David (Pare) is a tough, outspoken cop who finds himself wrongly accused for the death of a fellow agent by the depraved and power hungry chief of Miami Customs, Martin Cullen (Ian Yule). Disgraced and dismissed, Jack swears revenge and goes to work for Roberto Largo (Ironside), a rich, evil Cuban crime boss, as bodyguard for his smoldering wife, Eva (Barbara Car... Read all",1h 36m,Point of Impact
103,4.3,--,Shin Sang-ok,Alex S. Kim,"Rocky, Colt and Tum Tum are back in an all new adventure everyone will fall for.",1h 25m,3 Ninjas: Knuckle Up
104,4.6,20%,Tibor Takács,Neil Ruttenberg,"A trucker (Lamas) has to come home to help fight mobsters after his brother who embezzled $5,000,000 from them.",1h 30m,Bad Blood
105,5.1,33%,Dennis Hopper,Joe BatteerJohn RiceDan Gilroy,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,1h 42m,Chasers
106,4.5,20%,Joe Coppoletta,Curtis GleavesBob WyattSteve Tymon,"A kickboxing champ and a reporter are searching for a missing man, but they turn up a series of illegal kickboxing matches run by an arms dealer.",1h 34m,Death Match
107,5.6,51%,Stephen Norrington,Stephen Norrington,"After a mad genius inventor of killer robots and cyborgs at Chaank Armaments Corp. kills execs, he unleashes his ultimate death machine on the new cute CEO firing him.",1h 39m,Death Machine
108,5.6,39%,John Badham,Tony GriffinGuy ManosPeter Barsocchini,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,1h 41m,Drop Zone
109,6.1,--,Fernando Sariñana,Marcela Fuentes-Berain,"El Boy (Bernal) is a street kid who lives with his alcoholic aunt Chenta (Beristain), dreaming of one chance to run away and reach his long-lost friend Mauricio (Bichir) in the border town of Tijuana. Mauricio returns and tries to convince El Boy to assist him with a kidnapping, but the trust between them is rapidly replaced by lies and betrayal. After committing a cr... Read all",1h 30m,Hasta morir
110,4.5,--,Gilles Charmant,Gilles Charmant,"While fleeing througout northern California from a 60s biker gang, Bad Trip - an outcast cyclist - has a variety of encounters.",1h 24m,Iron Horsemen
111,4.4,5%,Andrew Morahan,Gregory WidenBrad MirmanWilliam N. Panzer,"Deceived that he had won the Prize, Connor MacLeod awakens from a peaceful life when an entombed immortal magician comes seeking the Highlander.",1h 39m,Highlander III: The Sorcerer
112,8.5,--,Luc Besson,Luc Besson,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",1h 50m,Leon
113,6.2,--,Enzo G. Castellari,Enzo G. CastellariLorenzo De LucaFranco Nero,"A young boy witnesses his parents' murder. Later, as he grows up, he befriends a bear in the wilderness and the chief of a local Indian tribe, and he stays with the Indians, but makes an enemy of the chief's son. As he enters adulthood he sets out to find the men responsible for his parents' deaths.",1h 28m,Jonathan degli orsi
114,4.0,11%,Steven E. de Souza,Steven E. de Souza,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,1h 42m,Street Fighter
115,6.1,56%,Geoffrey Wright,Geoffrey Wright,"Psycho Joe, a petrol-head from Altona, Melbourne, secures employment at a local Supermarket. Here, he meets the over-sexed Dazey. Joe and Dazey form a friendship based on a mutual interest in old hot cars. Joe also forms a relationship with a Satanic fellow employee. The nihilism of these young characters, coupled with parental disputes, leads to various tragedies.",1h 55m,Metal Skin
116,7.0,53%,Roland Emmerich,Dean DevlinRoland Emmerich,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",1h 56m,Stargate
117,3.5,17%,Michael Kennedy,Troy BolotnickArne OlsenBarry Victor,"An elite group of ""soldiers"" is assigned the job of infiltrating a right-wing militia group. Each team member has unique skills (what's new?). The right-wingers have a heavily guarded camp and are about to launch a nationwide campaign of violent action. Will our heroes thwart the neo-Nazis in time?",1h 35m,Red Scorpion 2
118,5.6,44%,Perry Lang,Stan RogowJohn SaylesEthan Reiff,A former Special Ops soldier leads a group of mercenaries to an island in the South China Sea: their mission is obtain the rights to the unusual treasure that the island beholds.,1h 42m,Men of War
119,4.7,--,Jorge Montesi,Jorge MontesiRoy Sallows,"An attractive cop is assigned the task of tracing millions of dollars of stolen church funds. The thief, is locked up in prison, and the plan is to break him out, and follow him to the hidden money. When she falls for the convict, things get complicated. The ex-boyfriend cop is jealous and suspicious.",1h 35m,Soft Deceit
120,3.7,38%,Joseph Vittorie,Sam A. Scribner,"A young District Attorney pays a visit to his older brother, who is a Mafia boss. The older brother forces his girlfriend and his brother to witness a double murder, then sets them up so an Asian organized crime gang believes they committed the murders.",1h 33m,The Criminal Mind
121,5.0,14%,Charla Driver,James AdelsteinMichael January,A dangerous drug lord; a renegade cop; the ultimate showdown.,1h 40m,Deadly Target
